订单号,交易流水号,刷卡时间,交易金额(元),线路号,车辆编号,票价(元)
U17A01098201802261732132256,173213166554,2018/2/26 17:32:13,2.00,74,1605,2.00
U17B00684201802261732120014,173214169635,2018/2/26 17:32:12,0.50,806,1278,1.00
U17B00406201802261732145508,173214166192,2018/2/26 17:32:14,2.00,40,1637,2.00
U17B00515201802261732145754,173215169836,2018/2/26 17:32:14,2.00,44,2129,2.00
U17B00564201802261732118936,173214167924,2018/2/26 17:32:11,1.00,7,1357,1.00
U17B00624201802261732136816,173214165591,2018/2/26 17:32:13,2.00,69,2438,2.00
U17C01443201802261732148056,173214168510,2018/2/26 17:32:14,2.00,11,3075,2.00
U17B00684201802261732140015,173216164599,2018/2/26 17:32:14,0.50,806,1278,1.00
U17B00797201802261732161699,173215170431,2018/2/26 17:32:16,1.00,76,983,1.00
U17900731201802261732142038,173216168117,2018/2/26 17:32:14,2.00,39,1449,2.00
U17B00414201802261732167008,173216166556,2018/2/26 17:32:16,2.00,59,2093,2.00
U17B00612201802261732162404,173216165593,2018/2/26 17:32:16,2.00,27,847,2.00
U17B00329201802261732153511,173216168880,2018/2/26 17:32:15,1.00,35,790,1.00
U17B00541201802261732164838,173218169253,2018/2/26 17:32:16,1.00,48,691,1.00
U17B00860201802261732170025,173218167708,2018/2/26 17:32:17,0.50,3,763,1.00
U17A01243201802261732195542,173219167330,2018/2/26 17:32:19,2.00,6,1478,2.00
U17B00608201802261732202236,173219170433,2018/2/26 17:32:20,2.00,8,2050,2.00
U17B00624201802261732187994,173219166936,2018/2/26 17:32:18,2.00,69,2438,2.00
U17C00312201802261732190479,173218166368,2018/2/26 17:32:19,2.00,35,3114,2.00
U17B00533201802261732200111,173220170626,2018/2/26 17:32:20,1.00,35,786,1.00
U17C01246201802261732220194,173221166194,2018/2/26 17:32:22,2.00,19,3089,2.00
U17900731201802261732201536,173221167927,2018/2/26 17:32:20,2.00,39,1449,2.00
U17A00327201802261732190121,173219170238,2018/2/26 17:32:19,1.00,39,1453,2.00
U17B00413201802261732184054,173220169639,2018/2/26 17:32:18,1.00,94,2312,1.00
U17B00557201802261732209488,173221170435,2018/2/26 17:32:20,1.00,75,1339,1.00
U17B00821201802261732204094,173222171010,2018/2/26 17:32:20,2.00,69,2443,2.00
U17900195201802261732218167,173222167508,2018/2/26 17:32:21,2.00,39,1450,2.00
U17B00175201802261732220043,173222171011,2018/2/26 17:32:22,0.50,77,1327,1.00
U17B00612201802261732222212,173222167331,2018/2/26 17:32:22,2.00,27,847,2.00
U17B00860201802261732229181,173222171207,2018/2/26 17:32:22,1.00,3,763,1.00
U17B00406201802261732228596,173222167711,2018/2/26 17:32:22,2.00,40,1637,2.00
U17B00631201802261732210108,173223168674,2018/2/26 17:32:21,2.00,5,2033,2.00
U17B00797201802261732246244,173223170436,2018/2/26 17:32:24,1.00,76,983,1.00
U17B00770201802261732235268,173224168123,2018/2/26 17:32:23,1.00,3,774,1.00
U17B00406201802261732254726,173225170030,2018/2/26 17:32:25,2.00,40,1637,2.00
U17B00660201802261732256864,173225171208,2018/2/26 17:32:25,2.00,38,2086,2.00
U17900541201802261732269932,173227165795,2018/2/26 17:32:26,2.00,10,1422,2.00
U17B00414201802261732265574,173226170243,2018/2/26 17:32:26,2.00,59,2093,2.00
U17B00533201802261732262782,173226169054,2018/2/26 17:32:26,1.00,35,786,1.00
U17B00557201802261732248336,173226166370,2018/2/26 17:32:24,1.00,75,1339,1.00
U17B00773201802261732260003,173226167511,2018/2/26 17:32:26,0.50,58,1490,1.00
U17900731201802261732255563,173226168514,2018/2/26 17:32:25,2.00,39,1449,2.00
U17B00631201802261732266616,173227170437,2018/2/26 17:32:26,2.00,5,2033,2.00
U17500950201802261732274477,173228166750,2018/2/26 17:32:27,2.00,38,2068,2.00
U17900411201802261732273840,173227167715,2018/2/26 17:32:27,2.00,10,1406,2.00
U17B00406201802261732282926,173228166748,2018/2/26 17:32:28,2.00,40,1637,2.00
U17B00770201802261732271804,173228167334,2018/2/26 17:32:27,1.00,3,774,1.00
U17900195201802261732299620,173229165597,2018/2/26 17:32:29,2.00,39,1450,2.00
U17900686201802261732299896,173229169055,2018/2/26 17:32:29,2.00,2,2002,2.00
U17B00333201802261732272393,173228166749,2018/2/26 17:32:27,1.00,92,1211,1.00
U17B00684201802261732274076,173229165992,2018/2/26 17:32:27,1.00,806,1278,1.00
U17A00327201802261732304254,173230165993,2018/2/26 17:32:30,2.00,39,1453,2.00
U17B00314201802261732302808,173230169641,2018/2/26 17:32:30,2.00,51,2139,2.00
U17B00414201802261732294160,173229168515,2018/2/26 17:32:29,2.00,59,2093,2.00
U17B00541201802261732297322,173230170833,2018/2/26 17:32:29,1.00,48,691,1.00
U17900108201802261732290864,173231170627,2018/2/26 17:32:29,2.00,6,1470,2.00
U17900427201802261732295146,173231169843,2018/2/26 17:32:29,2.00,39,1454,2.00
U17B00282201802261732301714,173231168125,2018/2/26 17:32:30,2.00,807,2434,2.00
U17B00533201802261732300539,173230169057,2018/2/26 17:32:30,1.00,35,786,1.00
U17B00763201802261732311160,173231170439,2018/2/26 17:32:31,1.00,41,2305,1.00
U17B00769201802261732323354,173231166752,2018/2/26 17:32:32,2.00,69,2436,2.00
U17B00557201802261732310480,173232171406,2018/2/26 17:32:31,1.00,75,1339,1.00
U17C01391201802261732320041,173231169453,2018/2/26 17:32:32,2.00,11,3077,2.00
U17B00323201802261732329236,173233170248,2018/2/26 17:32:32,2.00,100,1806,2.00
U17B00773201802261732340004,173233166196,2018/2/26 17:32:34,0.50,58,1490,1.00
U17900541201802261732344562,173234170250,2018/2/26 17:32:34,2.00,10,1422,2.00
U17A00487201802261732330007,173234171606,2018/2/26 17:32:33,1.00,39,1452,2.00
U17A00888201802261732336134,173234167129,2018/2/26 17:32:33,2.00,801,2030,2.00
U17C00312201802261732340438,173234167128,2018/2/26 17:32:34,2.00,35,3114,2.00
U17C01445201802261732340940,173235167131,2018/2/26 17:32:34,2.00,19,3086,2.00
U17A00401201802261732348298,173235168884,2018/2/26 17:32:34,2.00,1,829,2.00
U17B00323201802261732358142,173235167132,2018/2/26 17:32:35,2.00,100,1806,2.00
U17B00341201802261732346594,173235169257,2018/2/26 17:32:34,2.00,4,1624,2.00
U17B00684201802261732331912,173235170628,2018/2/26 17:32:33,1.00,806,1278,1.00
U17B00515201802261732364236,173237167931,2018/2/26 17:32:36,2.00,44,2129,2.00
U17B00769201802261732378168,173236170251,2018/2/26 17:32:37,2.00,69,2436,2.00
U17900278201802261732352176,173237166943,2018/2/26 17:32:35,1.00,6,1491,1.00
U17B00025201802261732366914,173237167338,2018/2/26 17:32:36,2.00,805,2141,2.00
U17B00325201802261732366571,173237169258,2018/2/26 17:32:36,2.00,77,2019,2.00
U17B00502201802261732360768,173237171213,2018/2/26 17:32:36,2.00,100,1807,2.00
U17B00838201802261732376604,173237170254,2018/2/26 17:32:37,2.00,59,2079,2.00
U17C01391201802261732371699,173236167514,2018/2/26 17:32:37,2.00,11,3077,2.00
U17A00487201802261732384618,173239169059,2018/2/26 17:32:38,2.00,39,1452,2.00
U17B00323201802261732380069,173238169642,2018/2/26 17:32:38,1.00,100,1806,2.00
U17B00557201802261732374121,173238169259,2018/2/26 17:32:37,1.00,75,1339,1.00
U17B00763201802261732407314,173239170033,2018/2/26 17:32:40,1.00,41,2305,1.00
U17900731201802261732387368,173239171410,2018/2/26 17:32:38,2.00,39,1449,2.00
U17B00025201802261732409416,173241167339,2018/2/26 17:32:40,2.00,805,2141,2.00
U17B00533201802261732414723,173241167516,2018/2/26 17:32:41,1.00,35,786,1.00
U17B00660201802261732416528,173241169459,2018/2/26 17:32:41,2.00,38,2086,2.00
U17B00773201802261732424978,173241167133,2018/2/26 17:32:42,1.00,58,1490,1.00
U17B00502201802261732412508,173242171803,2018/2/26 17:32:41,2.00,100,1807,2.00
U17B00541201802261732415260,173242167134,2018/2/26 17:32:41,1.00,48,691,1.00
U17C01391201802261732416950,173241168519,2018/2/26 17:32:41,2.00,11,3077,2.00
U17B00533201802261732438986,173243166564,2018/2/26 17:32:43,1.00,35,786,1.00
U17B00692201802261732430514,173243170035,2018/2/26 17:32:43,1.00,35,753,1.00
U17B00842201802261732424610,173243169062,2018/2/26 17:32:42,2.00,16,2425,2.00
U17B00557201802261732438612,173244167932,2018/2/26 17:32:43,1.00,75,1339,1.00
U17900070201802261732459454,173246171804,2018/2/26 17:32:45,2.00,2,2004,2.00
U17B00773201802261732460005,173245167719,2018/2/26 17:32:46,0.50,58,1490,1.00
U17700393201802261732463126,173247170836,2018/2/26 17:32:46,2.00,38,2071,2.00
U17900070201802261732461702,173247166567,2018/2/26 17:32:46,2.00,2,2004,2.00
U17B00684201802261732464792,173248166946,2018/2/26 17:32:46,1.00,806,1278,1.00
U17B00773201802261732482021,173247166568,2018/2/26 17:32:48,1.00,58,1490,1.00
U17A00241201802261732489236,173248171016,2018/2/26 17:32:48,1.00,3,766,1.00
U17B00329201802261732469404,173247171218,2018/2/26 17:32:46,1.00,35,790,1.00
U17B00630201802261732478664,173248171806,2018/2/26 17:32:47,1.00,75,1343,1.00
U17B00842201802261732471708,173248169063,2018/2/26 17:32:47,2.00,16,2425,2.00
U17B00314201802261732498260,173249171613,2018/2/26 17:32:49,2.00,51,2139,2.00
U17B00604201802261732500738,173250166947,2018/2/26 17:32:50,2.00,100,1808,2.00
U17B00692201802261732499325,173248172201,2018/2/26 17:32:49,1.00,35,753,1.00
U17B00773201802261732516240,173250167135,2018/2/26 17:32:51,1.00,58,1490,1.00
U17A01104201802261732495228,173251169264,2018/2/26 17:32:49,2.00,10,1415,2.00
U17B00692201802261732528662,173251167934,2018/2/26 17:32:52,1.00,35,753,1.00
U17A00288201802261732533638,173254170037,2018/2/26 17:32:53,1.00,3,762,1.00
U17B00773201802261732540006,173253167935,2018/2/26 17:32:54,0.50,58,1490,1.00
U17B00832201802261732527396,173253170631,2018/2/26 17:32:52,1.00,12,1243,1.00
U17B00775201802261732537438,173254170447,2018/2/26 17:32:53,2.00,13,2014,2.00
U17B00389201802261732537334,173254167137,2018/2/26 17:32:53,1.00,35,788,1.00
U17B00791201802261732575748,173258168305,2018/2/26 17:32:57,1.00,80,680,1.00
U17B00742201802261732573016,173258170038,2018/2/26 17:32:57,1.00,3,769,1.00
U17C00312201802261732593560,173258171221,2018/2/26 17:32:59,2.00,35,3114,2.00
U17803056201802261733022564,173300171019,2018/2/26 17:33:02,2.00,59,2081,2.00
U17B00267201802261732590009,173301167521,2018/2/26 17:32:59,1.00,58,1628,2.00
U17B00773201802261733013062,173301167938,2018/2/26 17:33:01,1.00,58,1490,1.00
U17A00383201802261732592906,173301166574,2018/2/26 17:32:59,2.00,36,1462,2.00
U17B00025201802261733008672,173301168307,2018/2/26 17:33:00,2.00,805,2141,2.00
U17900739201802261733010056,173301166948,2018/2/26 17:33:01,1.00,6,1477,2.00
U17A00241201802261733032470,173302170040,2018/2/26 17:33:03,1.00,3,766,1.00
U17B00575201802261733032244,173303166575,2018/2/26 17:33:03,2.00,20,2101,2.00
U17C01391201802261733021636,173302170841,2018/2/26 17:33:02,2.00,11,3077,2.00
U17803056201802261733044066,173303168308,2018/2/26 17:33:04,2.00,59,2081,2.00
U17900070201802261733029258,173303170635,2018/2/26 17:33:02,2.00,2,2004,2.00
U17B00340201802261733016360,173303169647,2018/2/26 17:33:01,2.00,79,2045,2.00
U17B00611201802261733026716,173303170842,2018/2/26 17:33:02,2.00,8,2052,2.00
U17B00692201802261733030069,173303168686,2018/2/26 17:33:03,0.50,35,753,1.00
U17B00025201802261733039002,173304168889,2018/2/26 17:33:03,2.00,805,2141,2.00
U17900734201802261733050067,173305169462,2018/2/26 17:33:05,1.00,36,1467,2.00
U17B00333201802261733058377,173305170042,2018/2/26 17:33:05,1.00,92,1211,1.00
U17A01104201802261733046184,173306171616,2018/2/26 17:33:04,2.00,10,1415,2.00
U17900739201802261733081636,173307168132,2018/2/26 17:33:08,2.00,6,1477,2.00
U17B00112201802261733084018,173308169270,2018/2/26 17:33:08,1.00,46,1309,1.00
U17B00340201802261733062690,173307171619,2018/2/26 17:33:06,2.00,79,2045,2.00
U17B00775201802261733060049,173307171416,2018/2/26 17:33:06,1.00,13,2014,2.00
U17500708201802261733104336,173309171022,2018/2/26 17:33:10,2.00,38,2074,2.00
U17900739201802261733105510,173310167725,2018/2/26 17:33:10,2.00,6,1477,2.00
U17A00380201802261733109082,173310170043,2018/2/26 17:33:10,2.00,10,1409,2.00
U17A00241201802261733104232,173310170044,2018/2/26 17:33:10,1.00,3,766,1.00
U17B00340201802261733091120,173310171418,2018/2/26 17:33:09,2.00,79,2045,2.00
U17B00488201802261733077840,173310167726,2018/2/26 17:33:07,2.00,807,2431,2.00
U17A00888201802261733119566,173312170261,2018/2/26 17:33:11,2.00,801,2030,2.00
U17A01104201802261733115984,173313168892,2018/2/26 17:33:11,2.00,10,1415,2.00
U17B00791201802261733120091,173312166763,2018/2/26 17:33:12,1.00,80,680,1.00
U17B00503201802261733138872,173313169648,2018/2/26 17:33:13,2.00,5,858,2.00
U17B00582201802261733123286,173313170262,2018/2/26 17:33:12,2.00,100,1804,2.00
U17900196201802261733140898,173314170263,2018/2/26 17:33:14,2.00,10,1408,2.00
U17A00888201802261733148912,173315167526,2018/2/26 17:33:14,2.00,801,2030,2.00
U17A00894201802261733136476,173314169850,2018/2/26 17:33:13,1.00,74,1498,1.00
U17B00736201802261733157551,173314171024,2018/2/26 17:33:15,2.00,801,2151,2.00
U17B00768201802261733146984,173315171226,2018/2/26 17:33:14,1.00,3,764,1.00
U17A00241201802261733156670,173315172402,2018/2/26 17:33:15,1.00,3,766,1.00
U17B00348201802261733150914,173315166952,2018/2/26 17:33:15,2.00,100,1801,2.00
U17900658201802261733159800,173316168312,2018/2/26 17:33:15,2.00,2,2008,2.00
U17B00582201802261733152211,173316169466,2018/2/26 17:33:15,2.00,100,1804,2.00
U17C01173201802261733186758,173316166953,2018/2/26 17:33:18,2.00,33,3104,2.00
U17900734201802261733175994,173317167527,2018/2/26 17:33:17,2.00,36,1467,2.00
U17B00348201802261733189692,173318170641,2018/2/26 17:33:18,2.00,100,1801,2.00
U17900076201802261733175339,173317168893,2018/2/26 17:33:17,2.00,36,1640,2.00
U17B00339201802261733179859,173318172207,2018/2/26 17:33:17,1.00,2,1328,1.00
U17B00768201802261733172408,173318167141,2018/2/26 17:33:17,1.00,3,764,1.00
U17900309201802261733197858,173319171624,2018/2/26 17:33:19,2.00,10,1405,2.00
U17900739201802261733197828,173319167142,2018/2/26 17:33:19,2.00,6,1477,2.00
U17B00112201802261733202908,173319172008,2018/2/26 17:33:20,1.00,46,1309,1.00
U17A00380201802261733226482,173321167530,2018/2/26 17:33:22,2.00,10,1409,2.00
U17900734201802261733223116,173322171818,2018/2/26 17:33:22,2.00,36,1467,2.00
U17A01104201802261733201310,173322170264,2018/2/26 17:33:20,2.00,10,1415,2.00
U17B00406201802261733227172,173322171026,2018/2/26 17:33:22,2.00,40,1637,2.00
U17900739201802261733222305,173322166764,2018/2/26 17:33:22,2.00,6,1477,2.00
U17C01173201802261733267018,173323170265,2018/2/26 17:33:26,2.00,33,3104,2.00
U17C01391201802261733246778,173324169068,2018/2/26 17:33:24,2.00,11,3077,2.00
U17B00400201802261733228300,173324167353,2018/2/26 17:33:22,2.00,4,1616,2.00
U17C01276201802261733240094,173324168689,2018/2/26 17:33:24,2.00,19,3097,2.00
U17900472201802261733270432,173325170046,2018/2/26 17:33:27,1.00,35,796,1.00
U17B00582201802261733242192,173325169853,2018/2/26 17:33:24,2.00,100,1804,2.00
U17B00742201802261733253552,173325166578,2018/2/26 17:33:25,1.00,3,769,1.00
U17C01171201802261733254389,173326166958,2018/2/26 17:33:25,2.00,33,3103,2.00
U17B00400201802261733250084,173327171233,2018/2/26 17:33:25,1.00,4,1616,2.00
U17900472201802261733305376,173328168533,2018/2/26 17:33:30,1.00,35,796,1.00
U17A00813201802261733294202,173329171234,2018/2/26 17:33:29,2.00,801,2026,2.00
U17B00253201802261733294274,173329168534,2018/2/26 17:33:29,1.00,75,1335,1.00
U17B00350201802261733285512,173329172011,2018/2/26 17:33:28,2.00,27,843,2.00
U17900739201802261733304808,173330169070,2018/2/26 17:33:30,2.00,6,1477,2.00
U17B00241201802261733290057,173330166391,2018/2/26 17:33:29,2.00,59,2091,2.00
U17B00575201802261733304343,173329171029,2018/2/26 17:33:30,2.00,20,2101,2.00
U17900734201802261733327336,173331167733,2018/2/26 17:33:32,2.00,36,1467,2.00
U17900739201802261733339436,173333170645,2018/2/26 17:33:33,2.00,6,1477,2.00
U17C01391201802261733357402,173334167146,2018/2/26 17:33:35,2.00,11,3077,2.00
U17500708201802261733371864,173336167735,2018/2/26 17:33:37,2.00,38,2074,2.00
U17900608201802261733357164,173336167356,2018/2/26 17:33:35,2.00,10,101,2.00
U17A00300201802261733348286,173335167147,2018/2/26 17:33:34,2.00,1,825,2.00
U17B00267201802261733359904,173336167736,2018/2/26 17:33:35,2.00,58,1628,2.00
U17B00592201802261733365478,173337170846,2018/2/26 17:33:36,2.00,60,834,2.00
U17900739201802261733363562,173336169280,2018/2/26 17:33:36,2.00,6,1477,2.00
U17A00470201802261733371536,173337168537,2018/2/26 17:33:37,2.00,39,1455,2.00
U17B00155201802261733362129,173336171030,2018/2/26 17:33:36,2.00,79,2042,2.00
U17B00253201802261733379028,173337170457,2018/2/26 17:33:37,1.00,75,1335,1.00
U17B00350201802261733363810,173337166393,2018/2/26 17:33:36,2.00,27,843,2.00
U17B00754201802261733361004,173337168696,2018/2/26 17:33:36,1.00,6,1493,1.00
U17B00821201802261733355828,173337171237,2018/2/26 17:33:35,2.00,69,2443,2.00
U17C01171201802261733373622,173337172407,2018/2/26 17:33:37,2.00,33,3103,2.00
U17900108201802261733360070,173338168898,2018/2/26 17:33:36,2.00,6,1470,2.00
U17900608201802261733371968,173338166963,2018/2/26 17:33:37,2.00,10,101,2.00
U17A01272201802261733378614,173338166581,2018/2/26 17:33:37,1.00,74,1501,1.00
U17B00400201802261733366206,173338169281,2018/2/26 17:33:36,2.00,4,1616,2.00
U17A00813201802261733394160,173339171425,2018/2/26 17:33:39,2.00,801,2026,2.00
U17900308201802261733405084,173340172213,2018/2/26 17:33:40,2.00,6,1479,2.00
U17A00813201802261733407230,173340170051,2018/2/26 17:33:40,2.00,801,2026,2.00
U17C01032201802261733390059,173339168139,2018/2/26 17:33:39,0.01,51,3111,2.00
U17C01171201802261733407984,173340169858,2018/2/26 17:33:40,2.00,33,3103,2.00
U17601707201802261733404578,173341169471,2018/2/26 17:33:40,2.00,59,2092,2.00
U17900066201802261733413510,173343170271,2018/2/26 17:33:41,2.00,1,828,2.00
U17B00240201802261733403872,173342170649,2018/2/26 17:33:40,1.00,22,1221,1.00
U17B00620201802261733414452,173342169859,2018/2/26 17:33:41,1.00,3,765,1.00
U17A01083201802261733438486,173343168142,2018/2/26 17:33:43,2.00,801,2023,2.00
U17B00807201802261733420462,173343167150,2018/2/26 17:33:42,2.00,66,2402,2.00
U17C01171201802261733438502,173343170053,2018/2/26 17:33:43,2.00,33,3103,2.00
U17900608201802261733444582,173345170273,2018/2/26 17:33:44,2.00,10,101,2.00
U17A00470201802261733444627,173344172215,2018/2/26 17:33:44,2.00,39,1455,2.00
U17B00240201802261733443198,173345166395,2018/2/26 17:33:44,1.00,22,1221,1.00
U17B00253201802261733464670,173346169285,2018/2/26 17:33:46,1.00,75,1335,1.00
U17B00406201802261733457844,173345171823,2018/2/26 17:33:45,2.00,40,1637,2.00
U17B00535201802261733447385,173344172216,2018/2/26 17:33:44,2.00,4,1615,2.00
U17B00754201802261733456544,173346169284,2018/2/26 17:33:45,1.00,6,1493,1.00
U17B00873201802261733453948,173346167535,2018/2/26 17:33:45,1.00,52,1164,1.00
U17900734201802261733476826,173347167536,2018/2/26 17:33:47,2.00,36,1467,2.00
U17A01243201802261733454274,173345171239,2018/2/26 17:33:45,2.00,6,1478,2.00
U17C01171201802261733474084,173347171242,2018/2/26 17:33:47,2.00,33,3103,2.00
U17C01276201802261733460957,173346168541,2018/2/26 17:33:46,2.00,19,3097,2.00
U17900608201802261733470052,173348168900,2018/2/26 17:33:47,2.00,10,101,2.00
U17B00783201802261733446694,173348167360,2018/2/26 17:33:44,1.00,80,2253,1.00
U17B00820201802261733474552,173348168698,2018/2/26 17:33:47,2.00,20,2097,2.00
U17A01083201802261733493852,173349168543,2018/2/26 17:33:49,2.00,801,2023,2.00
U17B00326201802261733484737,173348166586,2018/2/26 17:33:48,2.00,4,1611,2.00
U17B00342201802261733491710,173349169653,2018/2/26 17:33:49,2.00,33,3102,2.00
U17B00400201802261733474230,173349170275,2018/2/26 17:33:47,2.00,4,1616,2.00
U17B00535201802261733487284,173348168699,2018/2/26 17:33:48,2.00,4,1615,2.00
U17B00267201802261733484114,173350169654,2018/2/26 17:33:48,2.00,58,1628,2.00
U17B00754201802261733493552,173350166587,2018/2/26 17:33:49,1.00,6,1493,1.00
U17C01246201802261733513562,173350171427,2018/2/26 17:33:51,2.00,19,3089,2.00
U17900157201802261733520050,173351168323,2018/2/26 17:33:52,1.00,10,1629,2.00
U17A00389201802261733501612,173351169287,2018/2/26 17:33:50,2.00,39,1447,2.00
