ROUTEID,SUBROUTEID,SINGLEID,DOUBLEID,STATIONNAME,STATIONID,STATIONTYPE,STATIONLONGITUDE,STATIONLATITUDE
13,13001,1,1,科创园教育园区4号站,11130184,主站上客站,104.682161,31.50963
13,13001,,,,,,104.681827,31.509767
13,13001,,,,,,104.679853,31.511057
13,13001,2,2,科创园教育园区5号站,11130194,中间站,104.679735,31.511268
13,13001,,,,,,104.679360,31.511189
13,13001,,,,,,104.677488,31.511679
13,13001,,,,,,104.676050,31.509401
13,13001,,,,,,104.675503,31.508441
13,13001,,,,,,104.673604,31.505843
13,13001,3,3,科创园教育园区1号站,11130102,中间站,104.673069,31.505413
13,13001,,,,,,104.672949,31.505235
13,13001,,,,,,104.671812,31.504265
13,13001,,,,,,104.671565,31.504114
13,13001,,,,,,104.671335,31.504023
13,13001,,,,,,104.671029,31.503945
13,13001,,,,,,104.670321,31.503981
13,13001,,,,,,104.668728,31.504343
13,13001,,,,,,104.667027,31.505052
13,13001,,,,,,104.666748,31.505161
13,13001,,,,,,104.666453,31.505216
13,13001,,,,,,104.666088,31.505253
13,13001,,,,,,104.665482,31.505194
13,13001,,,,,,104.665166,31.505184
13,13001,,,,,,104.664989,31.505139
13,13001,,,,,,104.665144,31.504846
13,13001,4,4,天生桥,10040073,中间站,104.665212,31.504556
13,13001,,,,,,104.665423,31.504485
13,13001,,,,,,104.666110,31.503584
13,13001,,,,,,104.667284,31.502724
13,13001,,,,,,104.668931,31.501740
13,13001,,,,,,104.670455,31.501137
13,13001,5,5,九洲路口,10040063,中间站,104.671162,31.501282
13,13001,,,,,,104.671324,31.500775
13,13001,,,,,,104.676511,31.498630
13,13001,6,6,灵创科技园,10040053,中间站,104.676823,31.498396
13,13001,,,,,,104.677091,31.498360
13,13001,,,,,,104.677579,31.498173
13,13001,,,,,,104.679692,31.497432
13,13001,,,,,,104.681881,31.496965
13,13001,,,,,,104.689938,31.495922
13,13001,7,7,南山双语,10040043,中间站,104.690285,31.495839
13,13001,,,,,,104.690539,31.495844
13,13001,,,,,,104.696622,31.495030
13,13001,,,,,,104.697572,31.494948
13,13001,8,47,科创园,90040034,中间站,104.698881,31.495373
13,13001,,,,,,104.699986,31.494692
13,13001,,,,,,104.700909,31.494573
13,13001,,,,,,104.702754,31.494134
13,13001,,,,,,104.703355,31.495652
13,13001,,,,,,104.705790,31.494893
13,13001,9,48,科园路口,91130021,中间站,104.705623,31.494738
13,13001,,,,,,104.705576,31.494431
13,13001,,,,,,104.705034,31.493338
13,13001,,,,,,104.703972,31.491682
13,13001,10,49,上马村,91010123,中间站,104.703713,31.491558
13,13001,,,,,,104.703516,31.491293
13,13001,,,,,,104.701445,31.490168
13,13001,,,,,,104.704589,31.486083
13,13001,11,9,东辰中学部,11010113,中间站,104.704745,31.48596
13,13001,,,,,,104.704868,31.485703
13,13001,,,,,,104.708295,31.481197
13,13001,,,,,,104.708499,31.481019
13,13001,12,46,新庙一路,11010103,中间站,104.708688,31.480958
13,13001,,,,,,104.708864,31.480685
13,13001,,,,,,104.709325,31.480351
13,13001,,,,,,104.709942,31.480044
13,13001,,,,,,104.711600,31.479422
13,13001,,,,,,104.712265,31.479216
13,13001,,,,,,104.714282,31.478731
13,13001,13,10,董家沟,11010083,中间站,104.714783,31.47861
13,13001,,,,,,104.715076,31.478534
13,13001,,,,,,104.717892,31.477876
13,13001,,,,,,104.717903,31.477880
13,13001,,,,,,104.718499,31.477638
13,13001,,,,,,104.719024,31.477322
13,13001,,,,,,104.720714,31.475465
13,13001,14,11,西山公园,11010073,中间站,104.721051,31.47529
13,13001,,,,,,104.721138,31.475002
13,13001,,,,,,104.721707,31.474371
13,13001,,,,,,104.722382,31.473836
13,13001,,,,,,104.722946,31.473529
13,13001,,,,,,104.724641,31.472779
13,13001,15,12,玉泉路口,11010053,中间站,104.725205,31.472607
13,13001,,,,,,104.725387,31.472449
13,13001,,,,,,104.726384,31.472010
13,13001,,,,,,104.726481,31.471772
13,13001,,,,,,104.726631,31.470532
13,13001,,,,,,104.726787,31.470139
13,13001,,,,,,104.727082,31.469915
13,13001,,,,,,104.727302,31.469819
13,13001,,,,,,104.732618,31.469645
13,13001,16,13,川西北灯具市场,11010043,中间站,104.733009,31.469568
13,13001,,,,,,104.733390,31.469640
13,13001,,,,,,104.735144,31.469622
13,13001,,,,,,104.735230,31.469462
13,13001,,,,,,104.735461,31.469375
13,13001,,,,,,104.735466,31.469160
13,13001,17,14,市肿瘤医院,10010102,中间站,104.735612,31.469025
13,13001,,,,,,104.735434,31.468606
