ROUTEID,SUBROUTEID,SINGLEID,DOUBLEID,STATIONNAME,STATIONID,STATIONTYPE,STATIONLONGITUDE,STATIONLATITUDE
8,8001,1,19,西南科大南门,11070034,主站上客站,104.692038,31.528368
8,8001,,,,,,104.692079,31.528192
8,8001,,,,,,104.692369,31.527730
8,8001,,,,,,104.692358,31.526920
8,8001,,,,,,104.693034,31.526852
8,8001,3,39,宝龙寺,11070024,中间站,104.693136,31.526805
8,8001,,,,,,104.693280,31.526788
8,8001,,,,,,104.695115,31.526148
8,8001,,,,,,104.698741,31.521776
8,8001,,,,,,104.701381,31.520898
8,8001,,,,,,104.703934,31.521337
8,8001,,,,,,104.706675,31.521429
8,8001,,,,,,104.708215,31.521195
8,8001,,,,,,104.708226,31.521200
8,8001,,,,,,104.710253,31.520377
8,8001,,,,,,104.712276,31.519645
8,8001,,,,,,104.715446,31.518484
8,8001,,,,,,104.717372,31.517688
8,8001,,,,,,104.718794,31.516915
8,8001,,,,,,104.719641,31.516183
8,8001,,,,,,104.721165,31.514418
8,8001,,,,,,104.722822,31.512534
8,8001,4,22,圣水寺,10010012,中间站,104.722874,31.512315
8,8001,,,,,,104.723096,31.512223
8,8001,,,,,,104.724394,31.510741
8,8001,,,,,,104.726341,31.508541
8,8001,,,,,,104.727747,31.506936
8,8001,5,23,圣水七队,10010022,中间站,104.727772,31.506723
8,8001,,,,,,104.728004,31.506634
8,8001,,,,,,104.729367,31.505097
8,8001,,,,,,104.730590,31.503689
8,8001,6,24,高水八队,10010032,中间站,104.730537,31.503557
8,8001,,,,,,104.730783,31.503478
8,8001,,,,,,104.731813,31.502340
8,8001,,,,,,104.732425,31.501320
8,8001,,,,,,104.732757,31.500528
8,8001,7,25,绵州汽配市场,10010042,中间站,104.732721,31.500348
8,8001,,,,,,104.732907,31.500181
8,8001,,,,,,104.733530,31.498630
8,8001,,,,,,104.734340,31.496590
8,8001,,,,,,104.734485,31.496252
8,8001,8,26,高水,10010052,中间站,104.734434,31.496073
8,8001,,,,,,104.734613,31.495954
8,8001,,,,,,104.735418,31.494061
8,8001,,,,,,104.736089,31.492496
8,8001,,,,,,104.736115,31.492428
8,8001,,,,,,104.736426,31.491472
8,8001,,,,,,104.736469,31.491138
8,8001,,,,,,104.736523,31.490607
8,8001,,,,,,104.736539,31.489450
8,8001,9,27,平政村,10010062,中间站,104.736434,31.489309
8,8001,,,,,,104.736544,31.489134
8,8001,,,,,,104.736544,31.488420
8,8001,,,,,,104.736577,31.487066
8,8001,,,,,,104.736587,31.486806
8,8001,,,,,,104.736566,31.485735
8,8001,,,,,,104.736464,31.484866
8,8001,,,,,,104.736062,31.483800
8,8001,10,28,平政桥,10010072,中间站,104.735924,31.483633
8,8001,,,,,,104.735885,31.483379
8,8001,,,,,,104.735767,31.483105
8,8001,,,,,,104.735482,31.481828
8,8001,,,,,,104.735214,31.480611
8,8001,,,,,,104.735241,31.479211
8,8001,,,,,,104.735268,31.477661
8,8001,,,,,,104.735284,31.476654
8,8001,11,29,图书馆,10010082,中间站,104.735255,31.476491
8,8001,,,,,,104.735295,31.476352
8,8001,,,,,,104.735343,31.473955
8,8001,,,,,,104.735380,31.472331
8,8001,12,30,长虹国际城西站,10010092,中间站,104.735461,31.472234
8,8001,,,,,,104.735397,31.472097
8,8001,,,,,,104.735434,31.469910
8,8001,,,,,,104.735305,31.469883
8,8001,,,,,,104.735214,31.469819
8,8001,,,,,,104.735150,31.469700
8,8001,,,,,,104.735150,31.469553
8,8001,,,,,,104.735236,31.469434
8,8001,,,,,,104.735391,31.469370
8,8001,,,,,,104.735423,31.469366
8,8001,,,,,,104.735429,31.469160
8,8001,13,31,市肿瘤医院,10010102,中间站,104.735612,31.469025
8,8001,,,,,,104.735429,31.468853
8,8001,,,,,,104.735418,31.467192
8,8001,,,,,,104.735429,31.465646
8,8001,,,,,,104.735284,31.465595
8,8001,,,,,,104.735160,31.465490
8,8001,,,,,,104.735101,31.465344
8,8001,,,,,,104.735166,31.465120
8,8001,,,,,,104.735391,31.464987
8,8001,,,,,,104.735541,31.464973
8,8001,,,,,,104.735799,31.463921
8,8001,,,,,,104.735885,31.463578
8,8001,,,,,,104.736341,31.462118
8,8001,,,,,,104.737333,31.462338
8,8001,14,32,独言口腔门诊,11020033,中间站,104.737541,31.462334
8,8001,,,,,,104.737714,31.462415
8,8001,,,,,,104.740444,31.463042
8,8001,,,,,,104.741061,31.462836
8,8001,15,33,华西证券,11020023,中间站,104.741327,31.462854
8,8001,,,,,,104.741474,31.462704
8,8001,,,,,,104.743717,31.461940
8,8001,,,,,,104.745712,31.461175
8,8001,16,34,安昌路口,11020013,中间站,104.745907,31.461111
8,8001,,,,,,104.746152,31.461006
8,8001,,,,,,104.747338,31.460791
8,8001,,,,,,104.749247,31.460695
8,8001,17,1,市中心医院,11030033,返回站,104.749485,31.460798
8,8001,,,,,,104.749650,31.460672
8,8001,,,,,,104.751447,31.460567
8,8001,,,,,,104.753260,31.460425
8,8001,,,,,,104.753437,31.462068
8,8001,,,,,,104.753373,31.462209
8,8001,18,2,顺河街,10020124,中间站,104.753112,31.462232
8,8001,,,,,,104.753142,31.462429
8,8001,,,,,,104.751479,31.464021
8,8001,,,,,,104.750363,31.464786
8,8001,,,,,,104.750229,31.464841
8,8001,19,3,临园口,10020104,中间站,104.750115,31.464989
8,8001,,,,,,104.749864,31.464950
8,8001,,,,,,104.748255,31.465417
8,8001,,,,,,104.748196,31.465541
8,8001,,,,,,104.747998,31.465641
8,8001,,,,,,104.747976,31.466241
8,8001,20,36,中医院,11000051,中间站,104.747761,31.466449
8,8001,,,,,,104.747955,31.466639
8,8001,,,,,,104.747949,31.467174
8,8001,,,,,,104.747949,31.469334
8,8001,,,,,,104.748057,31.469768
8,8001,,,,,,104.747686,31.469704
8,8001,,,,,,104.747080,31.469686
8,8001,21,5,市人民医院,11010014,中间站,104.746875,31.469725
8,8001,,,,,,104.746673,31.469672
8,8001,,,,,,104.744312,31.469631
8,8001,,,,,,104.742038,31.469599
8,8001,,,,,,104.739677,31.469640
8,8001,,,,,,104.738272,31.469659
8,8001,22,37,长虹国际城南站,11010033,中间站,104.737921,31.469789
8,8001,,,,,,104.737698,31.469659
8,8001,,,,,,104.735761,31.469686
8,8001,,,,,,104.735686,31.469828
8,8001,,,,,,104.735579,31.469883
8,8001,,,,,,104.735482,31.469906
8,8001,,,,,,104.735445,31.471338
8,8001,23,7,长虹国际城西站,10010091,中间站,104.735441,31.471506
8,8001,,,,,,104.735456,31.471631
8,8001,,,,,,104.735418,31.473355
8,8001,,,,,,104.735386,31.474421
8,8001,24,8,图书馆,10010081,中间站,104.735407,31.474563
8,8001,,,,,,104.735391,31.474714
8,8001,,,,,,104.735332,31.477656
8,8001,,,,,,104.735278,31.480584
8,8001,,,,,,104.735482,31.481531
8,8001,25,9,平政桥,10010071,中间站,104.735415,31.481687
8,8001,,,,,,104.735541,31.481810
8,8001,,,,,,104.735820,31.483091
8,8001,,,,,,104.736319,31.484294
8,8001,,,,,,104.736518,31.484852
8,8001,,,,,,104.736625,31.485726
8,8001,,,,,,104.736652,31.486833
8,8001,,,,,,104.736625,31.487446
8,8001,26,10,平政村,10010061,中间站,104.736709,31.487606
8,8001,,,,,,104.736614,31.487716
8,8001,,,,,,104.736577,31.490598
8,8001,,,,,,104.736491,31.491453
8,8001,,,,,,104.736158,31.492482
8,8001,,,,,,104.735198,31.494747
8,8001,27,11,高水,10010051,中间站,104.735274,31.495005
8,8001,,,,,,104.735032,31.495122
8,8001,,,,,,104.734393,31.496617
8,8001,,,,,,104.733428,31.499042
8,8001,28,12,绵州汽配市场,10010041,中间站,104.733478,31.499218
8,8001,,,,,,104.733320,31.499325
8,8001,,,,,,104.732988,31.500153
8,8001,,,,,,104.732489,31.501329
8,8001,,,,,,104.731974,31.502184
8,8001,29,13,高水八队,10010031,中间站,104.731959,31.502353
8,8001,,,,,,104.731856,31.502372
8,8001,,,,,,104.730778,31.503574
8,8001,,,,,,104.729244,31.505335
8,8001,,,,,,104.728251,31.506451
8,8001,30,14,圣水七队,10010021,中间站,104.728212,31.506656
8,8001,,,,,,104.727978,31.506749
8,8001,,,,,,104.726116,31.508884
8,8001,,,,,,104.724131,31.511139
8,8001,31,15,圣水寺,10010011,中间站,104.724088,31.511301
8,8001,,,,,,104.723917,31.511372
8,8001,,,,,,104.722871,31.512566
8,8001,,,,,,104.720698,31.515049
8,8001,,,,,,104.719711,31.516197
8,8001,,,,,,104.718826,31.516965
8,8001,,,,,,104.717410,31.517729
8,8001,,,,,,104.715462,31.518548
8,8001,,,,,,104.712319,31.519695
8,8001,,,,,,104.710253,31.520436
8,8001,,,,,,104.708215,31.521237
8,8001,,,,,,104.706665,31.521474
8,8001,,,,,,104.703918,31.521378
