ROUTEID,SUBROUTEID,SINGLEID,DOUBLEID,STATIONNAME,STATIONID,STATIONTYPE,STATIONLONGITUDE,STATIONLATITUDE
29,29001,1,1,火车客站,11090014,主站上客站,104.714701,31.459765
29,29001,,,,,,104.714684,31.459656
29,29001,,,,,,104.714701,31.459542
29,29001,,,,,,104.715269,31.459670
29,29001,,,,,,104.715613,31.459739
29,29001,,,,,,104.716567,31.460013
29,29001,2,2,临园路西段,10020033,中间站,104.716731,31.459967
29,29001,,,,,,104.716793,31.460105
29,29001,,,,,,104.718236,31.460544
29,29001,,,,,,104.720752,31.461276
29,29001,,,,,,104.722388,31.461766
29,29001,3,3,花园小区,10020043,中间站,104.722473,31.461857
29,29001,,,,,,104.722618,31.461821
29,29001,,,,,,104.725531,31.462722
29,29001,,,,,,104.727259,31.463253
29,29001,,,,,,104.729576,31.463948
29,29001,4,4,七星楼,10020053,中间站,104.729787,31.463877
29,29001,,,,,,104.729871,31.464049
29,29001,,,,,,104.732097,31.464735
29,29001,,,,,,104.735166,31.465143
29,29001,,,,,,104.735241,31.465083
29,29001,,,,,,104.735397,31.465014
29,29001,,,,,,104.735557,31.465001
29,29001,,,,,,104.735724,31.465065
29,29001,,,,,,104.735885,31.465220
29,29001,,,,,,104.737499,31.465289
29,29001,,,,,,104.738374,31.465294
29,29001,,,,,,104.739382,31.465298
29,29001,5,5,富乐路口.凯德广场,10020063,中间站,104.739521,31.46518
29,29001,,,,,,104.739683,31.465303
29,29001,,,,,,104.740659,31.465312
29,29001,,,,,,104.742569,31.465303
29,29001,,,,,,104.746388,31.465294
29,29001,,,,,,104.746565,31.465289
29,29001,6,6,汉龙桥,10020093,中间站,104.746671,31.4652
29,29001,,,,,,104.746796,31.465289
29,29001,,,,,,104.747643,31.465294
29,29001,,,,,,104.747697,31.465188
29,29001,,,,,,104.747944,31.465074
29,29001,,,,,,104.748030,31.465078
29,29001,,,,,,104.748142,31.465129
29,29001,,,,,,104.748271,31.465207
29,29001,,,,,,104.748303,31.465298
29,29001,,,,,,104.749044,31.465069
29,29001,7,7,临园口,10020103,中间站,104.749093,31.464957
29,29001,,,,,,104.749258,31.464996
29,29001,,,,,,104.750326,31.464667
29,29001,,,,,,104.751382,31.463944
29,29001,,,,,,104.752101,31.463276
29,29001,8,8,顺河街,10020123,中间站,104.752421,31.463331
29,29001,,,,,,104.752348,31.463047
29,29001,,,,,,104.753051,31.462370
29,29001,,,,,,104.753228,31.462196
29,29001,,,,,,104.753319,31.462054
29,29001,,,,,,104.753142,31.460466
29,29001,,,,,,104.755594,31.460265
29,29001,9,9,东街,11030013,中间站,104.755772,31.460378
29,29001,,,,,,104.755905,31.460237
29,29001,,,,,,104.757793,31.460091
29,29001,,,,,,104.758528,31.460571
29,29001,,,,,,104.762621,31.463230
29,29001,,,,,,104.763404,31.463747
29,29001,,,,,,104.763742,31.463989
29,29001,,,,,,104.764102,31.464282
29,29001,,,,,,104.764611,31.464882
29,29001,,,,,,104.765019,31.465541
29,29001,,,,,,104.766714,31.468432
29,29001,,,,,,104.765314,31.469119
29,29001,10,45,游仙保险公司,20040014,中间站,104.765231,31.469355
29,29001,,,,,,104.764987,31.469270
29,29001,,,,,,104.762680,31.470377
29,29001,,,,,,104.761591,31.470930
29,29001,,,,,,104.761232,31.471155
29,29001,,,,,,104.762272,31.471667
29,29001,,,,,,104.762943,31.472225
29,29001,,,,,,104.763533,31.472793
29,29001,11,56,芙蓉桥,10030222,中间站,104.763677,31.472862
29,29001,,,,,,104.763721,31.472980
29,29001,,,,,,104.764783,31.473982
29,29001,,,,,,104.766671,31.476050
29,29001,,,,,,104.767181,31.476531
29,29001,12,43,公汽司加油站,10030072,中间站,104.767293,31.476636
29,29001,,,,,,104.767320,31.476778
29,29001,,,,,,104.768490,31.479523
29,29001,,,,,,104.768774,31.480195
29,29001,13,57,仙人桥,10030062,中间站,104.768764,31.480352
29,29001,,,,,,104.768881,31.480465
29,29001,,,,,,104.768919,31.480639
29,29001,,,,,,104.768919,31.480977
29,29001,,,,,,104.768720,31.481650
29,29001,,,,,,104.768645,31.482139
29,29001,,,,,,104.768624,31.482606
29,29001,,,,,,104.768667,31.482972
29,29001,,,,,,104.768779,31.483759
29,29001,14,58,富乐汽车站（仙海大道）,10030052,中间站,104.768794,31.483879
29,29001,,,,,,104.768822,31.484052
29,29001,,,,,,104.769257,31.485639
29,29001,,,,,,104.770008,31.487931
29,29001,,,,,,104.771209,31.491215
29,29001,15,15,公汽司修理厂,20070011,中间站,104.771264,31.491315
29,29001,,,,,,104.771301,31.491444
29,29001,,,,,,104.772239,31.494074
29,29001,,,,,,104.773023,31.496174
29,29001,,,,,,104.773275,31.496860
29,29001,16,16,芙蓉金城,20070021,中间站,104.773285,31.496981
29,29001,,,,,,104.773377,31.497116
29,29001,,,,,,104.773741,31.498109
29,29001,,,,,,104.774471,31.500377
29,29001,,,,,,104.774927,31.501818
29,29001,,,,,,104.775871,31.504421
29,29001,,,,,,104.775925,31.504544
29,29001,17,17,欧家坝,20070061,中间站,104.776023,31.504601
29,29001,,,,,,104.775994,31.504713
29,29001,,,,,,104.776359,31.505637
29,29001,,,,,,104.776772,31.506442
29,29001,,,,,,104.777287,31.507206
29,29001,,,,,,104.778864,31.509218
29,29001,,,,,,104.780838,31.511391
29,29001,18,38,吴家村,20070072,中间站,104.780981,31.511461
29,29001,,,,,,104.781010,31.511587
29,29001,,,,,,104.782367,31.513229
29,29001,,,,,,104.782754,31.513805
29,29001,,,,,,104.783156,31.514478
29,29001,,,,,,104.783231,31.514697
29,29001,19,60,招呼站（游仙路口）,20070142,中间站,104.783336,31.51477
29,29001,,,,,,104.783301,31.514898
29,29001,,,,,,104.783505,31.515411
29,29001,,,,,,104.784325,31.517779
29,29001,,,,,,104.784873,31.518493
29,29001,,,,,,104.785361,31.518991
29,29001,,,,,,104.785913,31.519476
29,29001,,,,,,104.787598,31.520596
29,29001,,,,,,104.789105,31.521580
29,29001,,,,,,104.789577,31.521959
29,29001,,,,,,104.790087,31.522471
29,29001,,,,,,104.790350,31.522828
29,29001,,,,,,104.790500,31.523075
29,29001,,,,,,104.790607,31.523326
29,29001,,,,,,104.790730,31.523518
29,29001,20,37,招呼站（吴家村）,20070112,中间站,104.790903,31.523566
29,29001,,,,,,104.790870,31.523742
29,29001,,,,,,104.791004,31.523935
29,29001,,,,,,104.791862,31.525462
29,29001,,,,,,104.792297,31.526294
29,29001,,,,,,104.792807,31.527241
29,29001,,,,,,104.793182,31.528178
29,29001,,,,,,104.793332,31.528722
29,29001,,,,,,104.793434,31.529330
29,29001,,,,,,104.793627,31.532494
29,29001,,,,,,104.793740,31.533244
29,29001,,,,,,104.793928,31.533935
29,29001,,,,,,104.794078,31.534213
29,29001,21,36,石板垭,20070082,中间站,104.794226,31.534282
29,29001,,,,,,104.794191,31.534419
29,29001,,,,,,104.794523,31.534876
29,29001,,,,,,104.794963,31.535274
29,29001,,,,,,104.795601,31.535722
29,29001,,,,,,104.796111,31.535983
29,29001,,,,,,104.796851,31.536234
29,29001,,,,,,104.800735,31.537336
29,29001,,,,,,104.804662,31.538383
29,29001,,,,,,104.806539,31.538882
29,29001,,,,,,104.808438,31.539554
29,29001,,,,,,104.808696,31.539682
29,29001,22,35,新桥路口,20070092,中间站,104.808874,31.539688
29,29001,,,,,,104.809002,31.539819
29,29001,,,,,,104.809195,31.540290
29,29001,,,,,,104.809425,31.540866
29,29001,,,,,,104.809586,31.541552
