ROUTEID,SUBROUTEID,SINGLEID,DOUBLEID,STATIONNAME,STATIONID,STATIONTYPE,STATIONLONGITUDE,STATIONLATITUDE
806,806001,1,1,毅德公交站,11211403,主站上客站,104.715161,31.444791
806,806001,,,,,,104.715312,31.444788
806,806001,,,,,,104.716240,31.445195
806,806001,,,,,,104.716294,31.445081
806,806001,,,,,,104.717088,31.443836
806,806001,2,2,毅德五金机电城,11211373,中间站,104.717535,31.443716
806,806001,,,,,,104.717463,31.443383
806,806001,,,,,,104.717721,31.443049
806,806001,,,,,,104.718445,31.442454
806,806001,,,,,,104.719384,31.441946
806,806001,,,,,,104.720135,31.441397
806,806001,,,,,,104.721583,31.440651
806,806001,3,3,毅德百货商品城,11211383,中间站,104.721939,31.440648
806,806001,,,,,,104.722093,31.440513
806,806001,,,,,,104.722833,31.440339
806,806001,,,,,,104.725081,31.439996
806,806001,,,,,,104.725091,31.438811
806,806001,,,,,,104.725188,31.438806
806,806001,,,,,,104.725311,31.438756
806,806001,,,,,,104.725741,31.438614
806,806001,,,,,,104.726320,31.438358
806,806001,,,,,,104.727645,31.437666
806,806001,,,,,,104.728804,31.436952
806,806001,,,,,,104.728991,31.436760
806,806001,,,,,,104.729168,31.436508
806,806001,,,,,,104.728712,31.436147
806,806001,4,24,天泰水产冻品城,11211423,中间站,104.728533,31.43611
806,806001,,,,,,104.728557,31.436005
806,806001,,,,,,104.728358,31.435767
806,806001,,,,,,104.728369,31.435401
806,806001,,,,,,104.728814,31.434371
806,806001,,,,,,104.728777,31.434092
806,806001,,,,,,104.728552,31.433121
806,806001,,,,,,104.728358,31.432723
806,806001,,,,,,104.728069,31.432398
806,806001,,,,,,104.727581,31.432870
806,806001,,,,,,104.727377,31.432970
806,806001,,,,,,104.725376,31.433625
806,806001,,,,,,104.725344,31.435442
806,806001,5,25,天泰食品城,11210234,中间站,104.725286,31.435638
806,806001,,,,,,104.725322,31.435955
806,806001,,,,,,104.725226,31.439882
806,806001,6,26,毅德商贸城,11210224,中间站,104.725138,31.440085
806,806001,,,,,,104.725220,31.440344
806,806001,,,,,,104.725199,31.443612
806,806001,,,,,,104.725306,31.444321
806,806001,,,,,,104.725419,31.444637
806,806001,,,,,,104.723053,31.445726
806,806001,,,,,,104.718885,31.451653
806,806001,,,,,,104.716610,31.454801
806,806001,7,4,花园南街口,11100012,中间站,104.716569,31.45501
806,806001,,,,,,104.716460,31.455025
806,806001,,,,,,104.715328,31.459400
806,806001,,,,,,104.715242,31.459816
806,806001,,,,,,104.714695,31.459674
806,806001,,,,,,104.713456,31.459496
806,806001,8,5,火车客站,10020024,中间站,104.712955,31.459649
806,806001,,,,,,104.712528,31.459363
806,806001,,,,,,104.707029,31.458558
806,806001,,,,,,104.706960,31.458110
806,806001,9,6,东辰宜家美,91100071,中间站,104.706858,31.45797
806,806001,,,,,,104.706906,31.457734
806,806001,,,,,,104.706702,31.456261
806,806001,,,,,,104.704310,31.458146
806,806001,,,,,,104.703864,31.458370
806,806001,10,7,长青街口,11150174,中间站,104.703741,31.458555
806,806001,,,,,,104.703339,31.458622
806,806001,,,,,,104.702926,31.458833
806,806001,,,,,,104.701011,31.459469
806,806001,,,,,,104.698403,31.459839
806,806001,,,,,,104.696424,31.459679
806,806001,11,8,恒业塞纳阳光,11150144,中间站,104.695966,31.459583
806,806001,,,,,,104.695609,31.459491
806,806001,,,,,,104.694536,31.459272
806,806001,,,,,,104.693157,31.458874
806,806001,,,,,,104.692358,31.458590
806,806001,,,,,,104.691516,31.458210
806,806001,,,,,,104.688925,31.456860
806,806001,12,9,凯丽滨江,11150164,中间站,104.688711,31.456768
806,806001,,,,,,104.688479,31.456627
806,806001,,,,,,104.688056,31.456398
806,806001,,,,,,104.686832,31.456023
806,806001,,,,,,104.686827,31.456718
806,806001,13,10,枫璟398,90020001,中间站,104.686815,31.456865
806,806001,,,,,,104.686822,31.457007
806,806001,,,,,,104.686838,31.458659
806,806001,,,,,,104.679912,31.458649
806,806001,14,11,石桥铺大桥,30510091,中间站,104.679588,31.458826
806,806001,,,,,,104.679118,31.458645
806,806001,,,,,,104.675760,31.458640
806,806001,,,,,,104.675245,31.458682
806,806001,,,,,,104.674623,31.458869
806,806001,,,,,,104.674274,31.459052
806,806001,15,12,铁路桥,30510101,中间站,104.674241,31.45924
806,806001,,,,,,104.673856,31.459340
806,806001,,,,,,104.673534,31.459734
806,806001,,,,,,104.673336,31.460155
806,806001,,,,,,104.673169,31.460837
806,806001,,,,,,104.672327,31.466703
806,806001,,,,,,104.672445,31.467096
806,806001,16,13,火炬西街北段,30560031,中间站,104.672582,31.467242
806,806001,,,,,,104.672536,31.467417
806,806001,,,,,,104.673126,31.469535
806,806001,,,,,,104.674526,31.469192
806,806001,17,14,火炬大厦,30010053,返回站,104.674971,31.468971
806,806001,,,,,,104.675267,31.469018
806,806001,,,,,,104.679258,31.468062
806,806001,,,,,,104.680202,31.467970
806,806001,18,15,阳光西雅图,30010043,中间站,104.680499,31.46791
806,806001,,,,,,104.680926,31.467892
806,806001,,,,,,104.683340,31.467636
806,806001,,,,,,104.686655,31.467151
806,806001,,,,,,104.687192,31.467037
806,806001,19,16,三五三六厂,30010033,中间站,104.687425,31.466889
806,806001,,,,,,104.687750,31.466913
806,806001,,,,,,104.689971,31.466460
806,806001,20,23,海棠花园,30010023,中间站,104.690273,31.466381
806,806001,,,,,,104.690684,31.466300
806,806001,,,,,,104.691510,31.466117
806,806001,,,,,,104.693769,31.465669
806,806001,21,17,万向装饰建材城,30010013,中间站,104.694092,31.465478
806,806001,,,,,,104.694525,31.465522
806,806001,,,,,,104.694970,31.465435
806,806001,,,,,,104.696231,31.465051
806,806001,,,,,,104.697910,31.464159
806,806001,,,,,,104.698371,31.463843
806,806001,,,,,,104.700206,31.461912
806,806001,,,,,,104.700598,31.461427
806,806001,,,,,,104.701311,31.460828
806,806001,,,,,,104.702153,31.460343
806,806001,,,,,,104.702877,31.459963
806,806001,,,,,,104.704106,31.459372
806,806001,,,,,,104.705361,31.458906
806,806001,,,,,,104.707024,31.458425
806,806001,,,,,,104.708655,31.458686
806,806001,22,18,花园市场,10020013,中间站,104.709111,31.458769
806,806001,,,,,,104.709449,31.458810
806,806001,,,,,,104.712523,31.459244
806,806001,23,19,火车客站,10020023,中间站,104.712854,31.459278
806,806001,,,,,,104.713118,31.459327
806,806001,,,,,,104.714711,31.459551
806,806001,,,,,,104.715264,31.459670
806,806001,,,,,,104.715301,31.459405
806,806001,,,,,,104.715838,31.457400
806,806001,24,20,花园南街口,11100011,中间站,104.715941,31.457273
806,806001,,,,,,104.715924,31.457075
806,806001,,,,,,104.716449,31.455025
806,806001,,,,,,104.717415,31.453684
806,806001,,,,,,104.718890,31.451625
806,806001,,,,,,104.723032,31.445703
806,806001,,,,,,104.725263,31.444628
806,806001,,,,,,104.725156,31.444317
806,806001,,,,,,104.723675,31.444394
806,806001,,,,,,104.722618,31.444408
806,806001,,,,,,104.722404,31.444371
806,806001,,,,,,104.720837,31.443488
806,806001,25,21,毅德建材城,11210763,中间站,104.720395,31.443531
806,806001,,,,,,104.720199,31.443145
806,806001,,,,,,104.718745,31.442289
806,806001,,,,,,104.717731,31.443040
806,806001,,,,,,104.717093,31.443818
806,806001,,,,,,104.716294,31.445099
806,806001,,,,,,104.716235,31.445200
806,806001,,,,,,104.715296,31.444770
806,806001,26,22,毅德公交站,11211404,主站下客站,104.714961,31.444843
