ROUTEID,SUBROUTEID,SINGLEID,DOUBLEID,STATIONNAME,STATIONID,STATIONTYPE,STATIONLONGITUDE,STATIONLATITUDE
514,14001,1,1,火车货站,11070104,主站上客站,104.731876,31.475888
514,14001,,,,,,104.731926,31.475767
514,14001,,,,,,104.732677,31.475002
514,14001,,,,,,104.733288,31.474527
514,14001,2,2,综合市场,11070043,中间站,104.733321,31.474396
514,14001,,,,,,104.733514,31.474348
514,14001,,,,,,104.734506,31.473575
514,14001,,,,,,104.735370,31.472921
514,14001,,,,,,104.735391,31.472344
514,14001,3,3,长虹国际城西站,10010092,中间站,104.735461,31.472234
514,14001,,,,,,104.735380,31.472120
514,14001,,,,,,104.735434,31.469915
514,14001,,,,,,104.735332,31.469869
514,14001,,,,,,104.735230,31.469800
514,14001,,,,,,104.735177,31.469700
514,14001,,,,,,104.735177,31.469553
514,14001,,,,,,104.735257,31.469457
514,14001,,,,,,104.735370,31.469416
514,14001,,,,,,104.735568,31.469416
514,14001,,,,,,104.735692,31.469476
514,14001,,,,,,104.735734,31.469544
514,14001,,,,,,104.735783,31.469668
514,14001,,,,,,104.735976,31.469659
514,14001,4,4,长虹国际城南站,11010034,中间站,104.736108,31.46958
514,14001,,,,,,104.736260,31.469649
514,14001,,,,,,104.738926,31.469608
514,14001,,,,,,104.742081,31.469562
514,14001,,,,,,104.743754,31.469599
514,14001,5,115,东方红大桥,11000011,中间站,104.744001,31.469881
514,14001,,,,,,104.744269,31.469590
514,14001,,,,,,104.747692,31.469663
514,14001,,,,,,104.748089,31.469732
514,14001,,,,,,104.748963,31.470025
514,14001,,,,,,104.749623,31.470144
514,14001,,,,,,104.751978,31.470825
514,14001,,,,,,104.752606,31.470889
514,14001,,,,,,104.752825,31.470903
514,14001,,,,,,104.753759,31.470921
514,14001,6,6,制药厂,20010019,中间站,104.753899,31.470891
514,14001,,,,,,104.754075,31.470917
514,14001,,,,,,104.757519,31.470972
514,14001,7,7,三医院,20010024,中间站,104.757675,31.470921
514,14001,,,,,,104.757841,31.470981
514,14001,,,,,,104.760475,31.471017
514,14001,,,,,,104.761114,31.471109
514,14001,,,,,,104.762272,31.471685
514,14001,,,,,,104.763538,31.472802
514,14001,8,8,芙蓉桥,10030222,中间站,104.763677,31.472862
514,14001,,,,,,104.763715,31.472976
514,14001,,,,,,104.764638,31.473831
514,14001,,,,,,104.765089,31.474298
514,14001,,,,,,104.766709,31.476096
514,14001,,,,,,104.767213,31.476553
514,14001,9,9,公汽司加油站,10030072,中间站,104.767293,31.476636
514,14001,,,,,,104.767315,31.476746
514,14001,,,,,,104.768490,31.479518
514,14001,,,,,,104.768779,31.480223
