ROUTEID,SUBROUTEID,SINGLEID,DOUBLEID,STATIONNAME,STATIONID,STATIONTYPE,STATIONLONGITUDE,STATIONLATITUDE
3,3001,1,45,老龙山广场,20060321,主站上客站,104.765169,31.510474
3,3001,,,,,,104.764220,31.509035
3,3001,,,,,,104.764557,31.508907
3,3001,2,47,游龙路,20060331,中间站,104.764638,31.508862
3,3001,,,,,,104.764820,31.508843
3,3001,,,,,,104.766124,31.508276
3,3001,,,,,,104.766371,31.508637
3,3001,,,,,,104.766628,31.508528
3,3001,3,44,老龙山,20060312,中间站,104.766768,31.508444
3,3001,,,,,,104.766988,31.508381
3,3001,,,,,,104.769444,31.507357
3,3001,,,,,,104.769836,31.507183
3,3001,4,49,仙泉街口,20060301,中间站,104.770133,31.506925
3,3001,,,,,,104.770421,31.506931
3,3001,,,,,,104.773790,31.505386
3,3001,5,2,仙桃路,20060053,中间站,104.774021,31.505221
3,3001,,,,,,104.774342,31.505116
3,3001,,,,,,104.775737,31.504462
3,3001,,,,,,104.775496,31.503808
3,3001,,,,,,104.774793,31.501841
3,3001,,,,,,104.774149,31.499833
3,3001,6,3,芙蓉金城,20070022,中间站,104.774027,31.499709
3,3001,,,,,,104.774042,31.499490
3,3001,,,,,,104.773602,31.498154
3,3001,,,,,,104.771284,31.498749
3,3001,,,,,,104.770625,31.498937
3,3001,,,,,,104.769761,31.499147
3,3001,7,4,面粉厂,20060032,中间站,104.769723,31.499037
3,3001,,,,,,104.769675,31.498790
3,3001,,,,,,104.769407,31.497743
3,3001,,,,,,104.769262,31.496659
3,3001,,,,,,104.769300,31.495895
3,3001,,,,,,104.769992,31.495254
3,3001,,,,,,104.771129,31.494596
3,3001,,,,,,104.771445,31.494161
3,3001,,,,,,104.771333,31.493544
3,3001,,,,,,104.771054,31.493278
3,3001,8,5,龙家嘴,20060022,中间站,104.770946,31.493155
3,3001,,,,,,104.770791,31.493045
3,3001,,,,,,104.767379,31.489962
3,3001,9,6,六里村,20060012,中间站,104.767381,31.489703
3,3001,,,,,,104.767073,31.489541
3,3001,,,,,,104.765925,31.487213
3,3001,10,7,华兴街口,20010032,中间站,104.765813,31.487126
3,3001,,,,,,104.765770,31.486915
3,3001,,,,,,104.765673,31.486723
3,3001,,,,,,104.765545,31.485978
3,3001,,,,,,104.765652,31.484976
3,3001,,,,,,104.766038,31.484290
3,3001,11,8,富乐汽车站,20010042,中间站,104.766143,31.484185
3,3001,,,,,,104.766199,31.483978
3,3001,,,,,,104.767138,31.483393
3,3001,,,,,,104.768050,31.482656
3,3001,,,,,,104.768522,31.482149
3,3001,,,,,,104.768575,31.481664
3,3001,,,,,,104.768795,31.480973
3,3001,,,,,,104.768811,31.480653
3,3001,,,,,,104.768763,31.480488
3,3001,,,,,,104.768323,31.479459
3,3001,12,9,公汽司加油站,10030071,中间站,104.768071,31.479319
3,3001,,,,,,104.768157,31.479001
3,3001,,,,,,104.767138,31.476627
3,3001,,,,,,104.766623,31.476133
3,3001,,,,,,104.766006,31.475474
3,3001,13,10,芙蓉桥,10030221,中间站,104.765687,31.475341
3,3001,,,,,,104.765566,31.474998
3,3001,,,,,,104.764697,31.474042
3,3001,,,,,,104.762980,31.472413
3,3001,14,11,招呼站(兴发家园),20010144,中间站,104.762776,31.472329
3,3001,,,,,,104.762648,31.472115
3,3001,,,,,,104.762208,31.471759
3,3001,,,,,,104.761108,31.471200
3,3001,,,,,,104.760513,31.471104
3,3001,,,,,,104.757734,31.471059
3,3001,15,12,三医院,20010023,中间站,104.757379,31.471195
3,3001,,,,,,104.756951,31.471045
3,3001,,,,,,104.755293,31.471027
3,3001,16,13,制药厂,20010014,中间站,104.754968,31.47117
3,3001,,,,,,104.754665,31.471013
3,3001,,,,,,104.752606,31.470985
3,3001,,,,,,104.751956,31.470921
3,3001,,,,,,104.748979,31.470070
3,3001,,,,,,104.748051,31.469741
3,3001,,,,,,104.747708,31.469691
3,3001,,,,,,104.747171,31.469686
3,3001,17,54,市人民医院,11010014,中间站,104.746875,31.469725
3,3001,,,,,,104.746533,31.469668
3,3001,,,,,,104.742054,31.469594
3,3001,,,,,,104.738148,31.469659
3,3001,18,55,长虹国际城南站,11010033,中间站,104.737921,31.469789
3,3001,,,,,,104.737580,31.469659
3,3001,,,,,,104.735745,31.469672
3,3001,,,,,,104.735665,31.469814
3,3001,,,,,,104.735456,31.469892
3,3001,,,,,,104.735219,31.469791
3,3001,,,,,,104.735144,31.469663
3,3001,,,,,,104.735209,31.469494
3,3001,,,,,,104.735450,31.469375
3,3001,,,,,,104.735472,31.469201
3,3001,19,56,市肿瘤医院,10010102,中间站,104.735612,31.469025
3,3001,,,,,,104.735429,31.468707
3,3001,,,,,,104.735450,31.465632
3,3001,,,,,,104.735278,31.465568
3,3001,,,,,,104.735166,31.465458
3,3001,,,,,,104.735118,31.465284
3,3001,,,,,,104.733208,31.464996
3,3001,20,17,七星楼,10020054,中间站,104.732971,31.465042
3,3001,,,,,,104.732650,31.464918
3,3001,,,,,,104.732081,31.464836
3,3001,,,,,,104.724732,31.462585
3,3001,21,18,花园小区,10020044,中间站,104.724424,31.462606
3,3001,,,,,,104.724244,31.462438
3,3001,,,,,,104.720312,31.461253
3,3001,22,24,临园路西段,10021034,中间站,104.719924,31.461291
3,3001,,,,,,104.719673,31.461056
3,3001,,,,,,104.714701,31.459670
3,3001,,,,,,104.713327,31.459469
3,3001,23,20,火车客站,10020024,中间站,104.712955,31.459649
3,3001,,,,,,104.712598,31.459363
3,3001,,,,,,104.708381,31.458746
3,3001,24,21,花园市场,10020014,返回站,104.708059,31.458894
3,3001,,,,,,104.707770,31.458659
3,3001,,,,,,104.707035,31.458549
3,3001,,,,,,104.707164,31.459972
3,3001,,,,,,104.708794,31.460027
3,3001,25,53,荷花中街,11090033,中间站,104.709168,31.460187
3,3001,,,,,,104.709347,31.460036
3,3001,,,,,,104.709599,31.460036
3,3001,,,,,,104.709819,31.458846
3,3001,,,,,,104.712544,31.459240
3,3001,26,23,火车客站,10020023,中间站,104.712854,31.459278
3,3001,,,,,,104.713134,31.459345
3,3001,,,,,,104.714711,31.459574
3,3001,,,,,,104.715607,31.459761
3,3001,,,,,,104.716299,31.459967
3,3001,27,19,临园路西段,10020033,中间站,104.716731,31.459967
3,3001,,,,,,104.716970,31.460146
3,3001,,,,,,104.722227,31.461711
3,3001,28,25,花园小区,10020043,中间站,104.722473,31.461857
3,3001,,,,,,104.722785,31.461875
3,3001,,,,,,104.729345,31.46388
3,3001,29,26,七星楼,10020053,中间站,104.729787,31.463877
3,3001,,,,,,104.730016,31.464104
3,3001,,,,,,104.732103,31.464731
3,3001,,,,,,104.735166,31.465129
3,3001,,,,,,104.735370,31.465014
3,3001,,,,,,104.735563,31.465010
3,3001,,,,,,104.735772,31.465115
3,3001,,,,,,104.735895,31.465225
3,3001,,,,,,104.739060,31.465307
3,3001,30,27,富乐路口凯德广场,10020063,中间站,104.739521,31.46518
3,3001,,,,,,104.739854,31.465294
3,3001,,,,,,104.740648,31.465294
3,3001,,,,,,104.740584,31.464941
3,3001,,,,,,104.740439,31.463070
3,3001,,,,,,104.740997,31.462878
3,3001,31,28,华西证券,11020023,中间站,104.741327,31.462854
3,3001,,,,,,104.741582,31.462676
3,3001,,,,,,104.743744,31.461940
3,3001,,,,,,104.745626,31.461221
3,3001,32,29,安昌路口,11020013,中间站,104.745907,31.461111
3,3001,,,,,,104.746163,31.461015
3,3001,,,,,,104.747338,31.460805
3,3001,,,,,,104.747965,31.460782
3,3001,,,,,,104.747976,31.462470
3,3001,33,30,建国门,11000021,中间站,104.748006,31.462617
3,3001,,,,,,104.747960,31.462946
3,3001,,,,,,104.747944,31.463633
3,3001,,,,,,104.747960,31.464772
3,3001,,,,,,104.747987,31.465078
3,3001,,,,,,104.748255,31.465188
3,3001,,,,,,104.748303,31.465321
3,3001,,,,,,104.748196,31.465536
3,3001,,,,,,104.747987,31.465632
3,3001,,,,,,104.747960,31.466222
3,3001,34,14,中医院,11000051,中间站,104.747761,31.466449
3,3001,,,,,,104.747955,31.466675
3,3001,,,,,,104.747949,31.469329
3,3001,,,,,,104.748051,31.469727
3,3001,,,,,,104.748952,31.470025
3,3001,,,,,,104.749392,31.470089
3,3001,,,,,,104.751989,31.470830
3,3001,,,,,,104.752627,31.470903
3,3001,,,,,,104.753577,31.470921
3,3001,35,32,制药厂,20010019,中间站,104.753899,31.470891
3,3001,,,,,,104.754188,31.470917
3,3001,,,,,,104.757257,31.470976
3,3001,36,33,三医院,20010024,中间站,104.757675,31.470921
3,3001,,,,,,104.757997,31.470981
3,3001,,,,,,104.760486,31.471022
3,3001,,,,,,104.761108,31.471114
3,3001,,,,,,104.762262,31.471690
3,3001,,,,,,104.763522,31.472793
3,3001,37,34,芙蓉桥,10030222,中间站,104.763677,31.472862
3,3001,,,,,,104.763785,31.473067
3,3001,,,,,,104.764794,31.473973
3,3001,,,,,,104.766703,31.476082
3,3001,,,,,,104.767175,31.476526
3,3001,38,35,公汽司加油站,10030072,中间站,104.767293,31.476636
3,3001,,,,,,104.767358,31.476915
3,3001,,,,,,104.768736,31.480140
3,3001,39,36,仙人桥,10030062,中间站,104.768764,31.480352
3,3001,,,,,,104.768908,31.480625
3,3001,,,,,,104.768892,31.480977
3,3001,,,,,,104.768715,31.481645
3,3001,,,,,,104.768613,31.482583
3,3001,,,,,,104.768742,31.483635
3,3001,40,37,富乐汽车站（仙海大道）,10030052,中间站,104.768794,31.483879
3,3001,,,,,,104.768811,31.484056
3,3001,,,,,,104.770002,31.487958
3,3001,,,,,,104.766408,31.488118
3,3001,,,,,,104.766478,31.488260
3,3001,41,38,六里村,20060011,中间站,104.766581,31.488352
3,3001,,,,,,104.766607,31.488521
3,3001,,,,,,104.767213,31.489797
3,3001,,,,,,104.769890,31.492245
3,3001,42,39,龙家嘴,20060021,中间站,104.770117,31.49234
3,3001,,,,,,104.770238,31.492551
3,3001,,,,,,104.771338,31.493525
3,3001,,,,,,104.771467,31.494161
3,3001,,,,,,104.771150,31.494591
3,3001,,,,,,104.769997,31.495268
3,3001,,,,,,104.769326,31.495899
3,3001,,,,,,104.769278,31.496659
3,3001,,,,,,104.769375,31.497381
3,3001,43,40,面粉厂,20060031,中间站,104.769522,31.497563
3,3001,,,,,,104.769418,31.497738
3,3001,,,,,,104.769772,31.499147
3,3001,,,,,,104.770356,31.502408
3,3001,,,,,,104.770533,31.503076
3,3001,,,,,,104.770727,31.503611
3,3001,,,,,,104.772245,31.506131
3,3001,,,,,,104.770775,31.506785
3,3001,44,50,仙泉街,20060303,中间站,104.770544,31.506911
3,3001,,,,,,104.770222,31.507018
3,3001,,,,,,104.767889,31.508025
3,3001,45,43,老龙山,20060311,中间站,104.767651,31.508212
