ROUTEID,SUBROUTEID,SINGLEID,DOUBLEID,STATIONNAME,STATIONID,STATIONTYPE,STATIONLONGITUDE,STATIONLATITUDE
801,801001,1,15,布鲁斯国际新城,30560072,主站上客站,104.662416,31.4639
801,801001,,,,,,104.662483,31.463784
801,801001,,,,,,104.663336,31.462841
801,801001,,,,,,104.664683,31.460974
801,801001,,,,,,104.664956,31.461134
801,801001,2,58,(小学）招呼站,30560133,中间站,104.665163,31.461086
801,801001,,,,,,104.665203,31.461299
801,801001,,,,,,104.666555,31.462141
801,801001,,,,,,104.667912,31.462937
801,801001,,,,,,104.668164,31.462823
801,801001,,,,,,104.668486,31.462827
801,801001,3,16,虹苑路,30560053,中间站,104.668596,31.462809
801,801001,,,,,,104.668776,31.462846
801,801001,,,,,,104.669082,31.462850
801,801001,,,,,,104.672799,31.463468
801,801001,,,,,,104.672579,31.465019
801,801001,,,,,,104.672343,31.466712
801,801001,,,,,,104.672450,31.467119
801,801001,4,38,火炬西街北段,30560031,中间站,104.672582,31.467242
801,801001,,,,,,104.672531,31.467380
801,801001,,,,,,104.673148,31.469535
801,801001,,,,,,104.674816,31.469123
801,801001,5,39,火炬大厦,30010053,中间站,104.674971,31.468971
801,801001,,,,,,104.675186,31.469036
801,801001,,,,,,104.679242,31.468075
801,801001,,,,,,104.680304,31.467966
801,801001,6,40,阳光西雅图,30010043,中间站,104.680499,31.46791
801,801001,,,,,,104.680685,31.467920
801,801001,,,,,,104.683313,31.467636
801,801001,,,,,,104.686661,31.467160
801,801001,,,,,,104.687294,31.467018
801,801001,7,41,三五三六厂,30010033,中间站,104.687425,31.466889
801,801001,,,,,,104.687642,31.466936
801,801001,,,,,,104.690121,31.466415
801,801001,8,42,海棠花园,30010023,中间站,104.690273,31.466381
801,801001,,,,,,104.690480,31.466350
801,801001,,,,,,104.692326,31.465962
801,801001,,,,,,104.693903,31.465650
801,801001,9,43,万向装饰建材城,30010013,中间站,104.694092,31.465478
801,801001,,,,,,104.694332,31.465568
801,801001,,,,,,104.694965,31.465431
801,801001,,,,,,104.696209,31.465060
801,801001,,,,,,104.697245,31.464548
801,801001,,,,,,104.697921,31.464145
801,801001,,,,,,104.698371,31.463838
801,801001,,,,,,104.698881,31.463248
801,801001,,,,,,104.700217,31.461894
801,801001,,,,,,104.700608,31.461432
801,801001,,,,,,104.701322,31.460818
801,801001,,,,,,104.702872,31.459949
801,801001,,,,,,104.704100,31.459368
801,801001,,,,,,104.705356,31.458892
801,801001,,,,,,104.707024,31.458425
801,801001,,,,,,104.708880,31.458723
801,801001,10,19,花园市场,10020013,中间站,104.709111,31.458769
801,801001,,,,,,104.709390,31.458778
801,801001,,,,,,104.712651,31.459258
801,801001,11,20,火车客站,10020023,中间站,104.712854,31.459278
801,801001,,,,,,104.713016,31.459322
801,801001,,,,,,104.714706,31.459556
801,801001,,,,,,104.715623,31.459761
801,801001,,,,,,104.718236,31.460526
801,801001,,,,,,104.722350,31.461738
801,801001,12,22,花园小区,10020043,中间站,104.722473,31.461857
801,801001,,,,,,104.722694,31.461839
801,801001,,,,,,104.725065,31.462562
801,801001,,,,,,104.727312,31.463262
801,801001,,,,,,104.729512,31.463935
801,801001,13,23,七星楼,10020053,中间站,104.729787,31.463877
801,801001,,,,,,104.729957,31.464063
801,801001,,,,,,104.732108,31.464717
801,801001,,,,,,104.733208,31.464868
801,801001,,,,,,104.735144,31.465133
801,801001,,,,,,104.735219,31.465083
801,801001,,,,,,104.735375,31.465005
801,801001,,,,,,104.735574,31.465005
801,801001,,,,,,104.735724,31.465056
801,801001,,,,,,104.735890,31.465216
801,801001,,,,,,104.737011,31.465248
801,801001,,,,,,104.738374,31.465294
801,801001,,,,,,104.739302,31.465289
801,801001,14,24,富乐路口凯德广场,10020063,中间站,104.739521,31.46518
801,801001,,,,,,104.739693,31.465303
801,801001,,,,,,104.741689,31.465307
801,801001,,,,,,104.743577,31.465298
801,801001,15,25,人民公园,10020073,中间站,104.743773,31.465256
801,801001,,,,,,104.744001,31.465303
801,801001,,,,,,104.745991,31.465298
801,801001,,,,,,104.747670,31.465289
801,801001,,,,,,104.747719,31.465184
801,801001,,,,,,104.747949,31.465069
801,801001,,,,,,104.748169,31.465138
801,801001,,,,,,104.748271,31.465207
801,801001,,,,,,104.748309,31.465298
801,801001,,,,,,104.749913,31.464799
801,801001,16,26,步行街,10020113,中间站,104.750069,31.464709
801,801001,,,,,,104.750245,31.464685
801,801001,,,,,,104.750326,31.464653
801,801001,,,,,,104.751377,31.463935
801,801001,,,,,,104.753228,31.462187
801,801001,,,,,,104.753324,31.462040
801,801001,,,,,,104.753147,31.460443
801,801001,,,,,,104.755556,31.460265
801,801001,17,27,东街,11030013,中间站,104.755772,31.460378
801,801001,,,,,,104.755996,31.460219
801,801001,,,,,,104.757820,31.460086
801,801001,,,,,,104.758523,31.460567
801,801001,,,,,,104.762605,31.463212
801,801001,,,,,,104.763179,31.463468
801,801001,18,28,三汇绿岛,20020013,中间站,104.763312,31.46353
801,801001,,,,,,104.763383,31.463564
801,801001,,,,,,104.763458,31.463788
801,801001,,,,,,104.763705,31.463962
801,801001,,,,,,104.764102,31.464282
801,801001,,,,,,104.764606,31.464877
801,801001,,,,,,104.765019,31.465541
801,801001,,,,,,104.765990,31.467192
801,801001,19,29,海棕路,10030092,中间站,104.766123,31.467323
801,801001,,,,,,104.766161,31.467490
801,801001,,,,,,104.766698,31.468414
801,801001,,,,,,104.767336,31.469398
801,801001,,,,,,104.767851,31.470144
801,801001,,,,,,104.767985,31.470432
801,801001,,,,,,104.767985,31.470706
801,801001,,,,,,104.767900,31.470963
801,801001,,,,,,104.765942,31.472834
801,801001,,,,,,104.765636,31.473145
801,801001,20,61,芙蓉桥,10030082,中间站,104.765616,31.473307
801,801001,,,,,,104.765400,31.473401
801,801001,,,,,,104.764810,31.474005
801,801001,,,,,,104.766703,31.476082
801,801001,,,,,,104.767213,31.476549
801,801001,21,31,公汽司加油站,10030072,中间站,104.767293,31.476636
801,801001,,,,,,104.767299,31.476768
801,801001,,,,,,104.768779,31.480186
801,801001,,,,,,104.768924,31.480630
801,801001,,,,,,104.768913,31.480977
801,801001,,,,,,104.768720,31.481641
801,801001,,,,,,104.768656,31.482107
801,801001,,,,,,104.768629,31.482579
801,801001,,,,,,104.768774,31.483741
801,801001,22,32,富乐汽车站（仙海大道）,10030052,中间站,104.768794,31.483879
801,801001,,,,,,104.768806,31.484052
801,801001,,,,,,104.769278,31.485699
801,801001,,,,,,104.769820,31.487295
801,801001,,,,,,104.770013,31.487958
801,801001,,,,,,104.766403,31.488123
801,801001,,,,,,104.765920,31.487240
801,801001,23,33,华兴街口,20010032,中间站,104.765813,31.487126
801,801001,,,,,,104.765786,31.486966
801,801001,,,,,,104.765668,31.486746
801,801001,,,,,,104.765539,31.485968
801,801001,,,,,,104.765646,31.484971
801,801001,,,,,,104.766043,31.484280
801,801001,24,34,富乐汽车站,20010042,返回站,104.766143,31.484185
801,801001,,,,,,104.766188,31.484006
801,801001,,,,,,104.766210,31.483969
801,801001,,,,,,104.767122,31.483393
801,801001,,,,,,104.768044,31.482652
801,801001,,,,,,104.768533,31.482121
801,801001,,,,,,104.768581,31.481650
801,801001,,,,,,104.768790,31.480959
801,801001,,,,,,104.768795,31.480639
801,801001,,,,,,104.768313,31.479436
801,801001,25,2,公汽司加油站,10030071,中间站,104.768071,31.479319
801,801001,,,,,,104.768178,31.479097
801,801001,,,,,,104.767663,31.477876
801,801001,,,,,,104.767116,31.476622
801,801001,,,,,,104.766617,31.476128
801,801001,,,,,,104.765931,31.475414
801,801001,26,55,芙蓉桥,10030221,中间站,104.765687,31.475341
801,801001,,,,,,104.765689,31.475135
801,801001,,,,,,104.764697,31.474055
801,801001,,,,,,104.762803,31.472257
801,801001,,,,,,104.762213,31.471772
801,801001,,,,,,104.761114,31.471210
801,801001,,,,,,104.760491,31.471118
801,801001,,,,,,104.757680,31.471068
801,801001,27,4,三医院,20010023,中间站,104.757379,31.471195
801,801001,,,,,,104.757053,31.471059
801,801001,,,,,,104.755207,31.471031
801,801001,28,56,制药厂,20010014,中间站,104.754968,31.47117
801,801001,,,,,,104.754735,31.471040
801,801001,,,,,,104.752600,31.470995
801,801001,,,,,,104.751956,31.470930
801,801001,,,,,,104.748979,31.470075
801,801001,,,,,,104.748062,31.469759
801,801001,,,,,,104.747692,31.469700
801,801001,,,,,,104.747016,31.469686
801,801001,29,6,市人民医院,11010014,中间站,104.746875,31.469725
801,801001,,,,,,104.746667,31.469677
801,801001,,,,,,104.742467,31.469608
801,801001,,,,,,104.740874,31.469627
801,801001,,,,,,104.738116,31.469659
801,801001,30,57,长虹国际城南站,11010033,中间站,104.737921,31.469789
801,801001,,,,,,104.737676,31.469663
801,801001,,,,,,104.735756,31.469677
801,801001,,,,,,104.735724,31.469764
801,801001,,,,,,104.735659,31.469832
801,801001,,,,,,104.735472,31.469887
801,801001,,,,,,104.735321,31.469864
801,801001,,,,,,104.735241,31.469796
801,801001,,,,,,104.735171,31.469663
801,801001,,,,,,104.735171,31.469549
801,801001,,,,,,104.735246,31.469448
801,801001,,,,,,104.735439,31.469366
801,801001,,,,,,104.735413,31.468547
801,801001,,,,,,104.735075,31.468483
