ROUTEID,SUBROUTEID,SINGLEID,DOUBLEID,STATIONNAME,STATIONID,STATIONTYPE,STATIONLONGITUDE,STATIONLATITUDE
10,10001,1,1,花园市场,11090061,主站上客站,104.710376,31.460153
10,10001,,,,,,104.710613,31.460063
10,10001,,,,,,104.711804,31.460086
10,10001,,,,,,104.711868,31.459139
10,10001,,,,,,104.712571,31.459240
10,10001,2,2,火车客站,10020023,中间站,104.712854,31.459278
10,10001,,,,,,104.714717,31.459556
10,10001,,,,,,104.715639,31.459766
10,10001,,,,,,104.716396,31.459976
10,10001,3,3,临园路西段,10020033,中间站,104.716731,31.459967
10,10001,,,,,,104.716905,31.460127
10,10001,,,,,,104.717238,31.460237
10,10001,,,,,,104.722044,31.461656
10,10001,4,4,花园小区,10020043,中间站,104.722473,31.461857
10,10001,,,,,,104.722903,31.461917
10,10001,,,,,,104.728889,31.463752
10,10001,,,,,,104.729329,31.463875
10,10001,5,5,七星楼,10020053,中间站,104.729787,31.463877
10,10001,,,,,,104.730000,31.464081
10,10001,,,,,,104.732108,31.464717
10,10001,,,,,,104.735128,31.465138
10,10001,,,,,,104.735418,31.465001
10,10001,,,,,,104.735579,31.465010
10,10001,,,,,,104.735756,31.465097
10,10001,,,,,,104.735890,31.465220
10,10001,,,,,,104.739066,31.465298
10,10001,6,6,富乐路口.凯德广场,10020063,中间站,104.739521,31.46518
10,10001,,,,,,104.739951,31.465284
10,10001,,,,,,104.746361,31.465294
10,10001,7,7,汉龙桥,10020093,中间站,104.746671,31.4652
10,10001,,,,,,104.746968,31.465294
10,10001,,,,,,104.747649,31.465284
10,10001,,,,,,104.747713,31.465170
10,10001,,,,,,104.747939,31.465078
10,10001,,,,,,104.747896,31.463637
10,10001,8,8,建国门,11000022,中间站,104.747831,31.46349
10,10001,,,,,,104.747922,31.463225
10,10001,,,,,,104.747944,31.460562
10,10001,9,9,兴宏国际商业广场,11000032,中间站,104.747835,31.460276
10,10001,,,,,,104.747922,31.460009
10,10001,,,,,,104.747906,31.456210
10,10001,10,10,大西门,11000042,中间站,104.747898,31.455983
10,10001,,,,,,104.747922,31.455062
10,10001,,,,,,104.750272,31.454723
10,10001,11,11,南河路中段,11050033,中间站,104.750775,31.4549
10,10001,,,,,,104.751012,31.454581
10,10001,,,,,,104.751334,31.454536
10,10001,,,,,,104.755358,31.453840
10,10001,12,12,南河路口,11050013,中间站,104.755611,31.453761
10,10001,,,,,,104.755792,31.453744
10,10001,,,,,,104.757535,31.453433
10,10001,,,,,,104.757788,31.452215
10,10001,,,,,,104.757932,31.451840
10,10001,,,,,,104.758238,31.451465
10,10001,,,,,,104.759923,31.449923
10,10001,,,,,,104.759837,31.449817
10,10001,,,,,,104.759853,31.449630
10,10001,,,,,,104.760003,31.449515
10,10001,,,,,,104.760218,31.449502
10,10001,,,,,,104.760368,31.449584
10,10001,,,,,,104.760443,31.449708
10,10001,,,,,,104.760448,31.449822
10,10001,13,13,南山大桥,10030123,中间站,104.760495,31.449919
10,10001,,,,,,104.760346,31.449973
10,10001,,,,,,104.761140,31.450833
10,10001,,,,,,104.762149,31.451813
10,10001,,,,,,104.763297,31.452669
10,10001,,,,,,104.764359,31.453360
10,10001,,,,,,104.764997,31.453694
10,10001,,,,,,104.766478,31.454279
10,10001,,,,,,104.767041,31.454407
10,10001,,,,,,104.767470,31.454581
10,10001,,,,,,104.768634,31.454934
10,10001,,,,,,104.769348,31.455057
10,10001,,,,,,104.769959,31.455080
10,10001,,,,,,104.770710,31.454957
10,10001,,,,,,104.771322,31.454714
10,10001,,,,,,104.771333,31.454613
10,10001,14,14,南山公园,40020012,中间站,104.771252,31.454543
10,10001,,,,,,104.771343,31.454453
10,10001,,,,,,104.771531,31.452769
10,10001,,,,,,104.771520,31.452225
10,10001,15,15,南山路,40020022,中间站,104.771481,31.452066
10,10001,,,,,,104.771520,31.451932
10,10001,,,,,,104.771338,31.449126
10,10001,,,,,,104.771091,31.447511
10,10001,,,,,,104.770914,31.446930
10,10001,16,16,印染厂,40020034,中间站,104.770891,31.446809
10,10001,,,,,,104.770850,31.446728
10,10001,,,,,,104.770641,31.446083
10,10001,,,,,,104.769444,31.444166
10,10001,,,,,,104.768533,31.443168
10,10001,,,,,,104.767154,31.441932
10,10001,,,,,,104.766778,31.441712
10,10001,17,17,红星村五社,40020044,中间站,104.766687,31.441656
10,10001,,,,,,104.766510,31.441571
10,10001,,,,,,104.765518,31.441099
10,10001,,,,,,104.766161,31.439424
10,10001,18,18,红星村四社,40010011,中间站,104.766054,31.439235
10,10001,,,,,,104.766258,31.439136
10,10001,,,,,,104.767358,31.436394
10,10001,,,,,,104.767658,31.435657
10,10001,19,19,红星村八社,40010021,中间站,104.767529,31.435445
10,10001,,,,,,104.767776,31.435383
10,10001,,,,,,104.768720,31.433199
10,10001,,,,,,104.769176,31.432133
10,10001,,,,,,104.768854,31.432037
10,10001,,,,,,104.768887,31.431570
