ROUTEID,SUBROUTEID,SINGLEID,DOUBLEID,STATIONNAME,STATIONID,STATIONTYPE,STATIONLONGITUDE,STATIONLATITUDE
79,79001,1,1,火车客站广场,11090014,主站上客站,104.714701,31.459765
79,79001,,,,,,104.714668,31.459697
79,79001,,,,,,104.714717,31.459542
79,79001,,,,,,104.715258,31.459665
79,79001,,,,,,104.715307,31.459395
79,79001,,,,,,104.715854,31.457313
79,79001,2,2,花园南街口,11100011,中间站,104.715941,31.457273
79,79001,,,,,,104.715897,31.457153
79,79001,,,,,,104.716439,31.455053
79,79001,,,,,,104.716465,31.454970
79,79001,,,,,,104.718879,31.451621
79,79001,,,,,,104.723010,31.446001
79,79001,,,,,,104.723525,31.445712
79,79001,,,,,,104.726180,31.444829
79,79001,,,,,,104.728729,31.444138
79,79001,,,,,,104.731030,31.443456
79,79001,3,3,瓦店村七组,40030103,中间站,104.731151,31.443381
79,79001,,,,,,104.731309,31.443374
79,79001,,,,,,104.733278,31.442678
79,79001,,,,,,104.734780,31.442060
79,79001,,,,,,104.736550,31.441250
79,79001,,,,,,104.737988,31.440449
79,79001,4,4,瓦店村五组,40030113,中间站,104.738024,31.440376
79,79001,,,,,,104.738170,31.440344
79,79001,,,,,,104.740418,31.439072
79,79001,,,,,,104.741362,31.438399
79,79001,,,,,,104.742923,31.437149
79,79001,,,,,,104.743899,31.436174
79,79001,5,5,民航飞行学院,40030083,中间站,104.743883,31.436018
79,79001,,,,,,104.744065,31.435996
79,79001,,,,,,104.746318,31.433565
79,79001,,,,,,104.747348,31.432444
79,79001,6,6,浸水村,40030073,中间站,104.747364,31.432345
79,79001,,,,,,104.747493,31.432298
79,79001,,,,,,104.749408,31.430229
79,79001,,,,,,104.749575,31.429913
79,79001,,,,,,104.749585,31.429629
79,79001,,,,,,104.749478,31.429350
79,79001,,,,,,104.749097,31.428938
79,79001,,,,,,104.749183,31.428160
79,79001,,,,,,104.749183,31.427949
79,79001,,,,,,104.748309,31.427327
79,79001,,,,,,104.749081,31.426493
79,79001,7,7,南郊机场招呼站,40030063,中间站,104.749229,31.426493
79,79001,,,,,,104.749231,31.426347
79,79001,,,,,,104.749301,31.426265
79,79001,,,,,,104.751222,31.423738
79,79001,8,8,招呼站（加油站）,40030093,中间站,104.751253,31.423643
79,79001,,,,,,104.751345,31.423564
79,79001,,,,,,104.752026,31.422662
79,79001,,,,,,104.752616,31.422021
79,79001,,,,,,104.753437,31.421495
79,79001,,,,,,104.754188,31.421289
79,79001,,,,,,104.756806,31.420840
79,79001,9,9,川音绵阳艺术学院,40030053,中间站,104.756891,31.420801
79,79001,,,,,,104.757037,31.420803
79,79001,,,,,,104.757771,31.420675
79,79001,,,,,,104.758694,31.420625
79,79001,,,,,,104.759284,31.420666
79,79001,,,,,,104.759987,31.420863
79,79001,,,,,,104.761500,31.421362
79,79001,10,10,机场东路,40030044,中间站,104.761608,31.421371
79,79001,,,,,,104.761709,31.421426
79,79001,,,,,,104.763506,31.422021
79,79001,,,,,,104.763168,31.422840
79,79001,11,11,招呼站49,40030262,中间站,104.763161,31.422925
79,79001,,,,,,104.763088,31.423033
79,79001,,,,,,104.762648,31.424150
79,79001,,,,,,104.762658,31.424466
79,79001,,,,,,104.762970,31.425445
79,79001,12,12,三号路口,40030023,中间站,104.762975,31.42554
79,79001,,,,,,104.763034,31.425647
79,79001,,,,,,104.763973,31.428334
79,79001,,,,,,104.764397,31.429569
79,79001,,,,,,104.764515,31.429560
79,79001,13,13,二号路口,40030013,中间站,104.764561,31.429491
79,79001,,,,,,104.764686,31.429556
79,79001,,,,,,104.766333,31.429551
79,79001,,,,,,104.767792,31.429968
79,79001,14,14,南湖汽车站,90010031,中间站,104.767881,31.429971
79,79001,,,,,,104.767985,31.430027
79,79001,,,,,,104.772572,31.431469
79,79001,,,,,,104.773623,31.431794
79,79001,15,15,南湖街中段,40010562,中间站,104.773672,31.431838
79,79001,,,,,,104.773768,31.431840
79,79001,,,,,,104.777250,31.432929
79,79001,16,51,招呼站,40010792,中间站,104.777236,31.433236
79,79001,,,,,,104.777486,31.433007
79,79001,,,,,,104.779149,31.433506
79,79001,,,,,,104.778451,31.431854
79,79001,,,,,,104.778113,31.430563
79,79001,,,,,,104.778033,31.429048
79,79001,17,16,博雅海润广场,40010651,中间站,104.777895,31.428966
79,79001,,,,,,104.778022,31.428887
79,79001,,,,,,104.777985,31.428114
79,79001,,,,,,104.778339,31.426329
79,79001,,,,,,104.778543,31.425688
79,79001,18,17,嘉来涪滨印象,40010591,中间站,104.778492,31.425598
79,79001,,,,,,104.778612,31.425500
79,79001,,,,,,104.779041,31.424374
79,79001,,,,,,104.779610,31.423431
