ROUTEID,SUBROUTEID,SINGLEID,DOUBLEID,STATIONNAME,STATIONID,STATIONTYPE,STATIONLONGITUDE,STATIONLATITUDE
40,40001,1,1,火车客站广场,11090014,主站上客站,104.714701,31.459765
40,40001,,,,,,104.714690,31.459638
40,40001,,,,,,104.714695,31.459537
40,40001,,,,,,104.715232,31.459674
40,40001,,,,,,104.715248,31.459652
40,40001,,,,,,104.715296,31.459423
40,40001,,,,,,104.715403,31.459034
40,40001,,,,,,104.715580,31.458343
40,40001,,,,,,104.715827,31.457382
40,40001,2,2,花园南街口,11100011,中间站,104.715941,31.457273
40,40001,,,,,,104.715891,31.457171
40,40001,,,,,,104.716138,31.456215
40,40001,,,,,,104.716439,31.455021
40,40001,,,,,,104.717415,31.453675
40,40001,,,,,,104.718874,31.451639
40,40001,,,,,,104.719437,31.451790
40,40001,,,,,,104.720172,31.452110
40,40001,,,,,,104.720918,31.452673
40,40001,,,,,,104.722463,31.454115
40,40001,,,,,,104.723815,31.455227
40,40001,,,,,,104.724314,31.455735
40,40001,,,,,,104.724544,31.455977
40,40001,3,3,洞天公园,30050013,中间站,104.724635,31.456049
40,40001,,,,,,104.724694,31.456124
40,40001,,,,,,104.724973,31.456325
40,40001,,,,,,104.725183,31.456444
40,40001,,,,,,104.725510,31.456554
40,40001,,,,,,104.725966,31.456549
40,40001,,,,,,104.726459,31.456426
40,40001,,,,,,104.727720,31.456078
40,40001,,,,,,104.728042,31.455986
40,40001,,,,,,104.728723,31.455863
40,40001,,,,,,104.729388,31.455849
40,40001,,,,,,104.729973,31.455799
40,40001,4,37,公汽司加气站,30050123,中间站,104.730071,31.455759
40,40001,,,,,,104.730177,31.455735
40,40001,,,,,,104.730660,31.455570
40,40001,,,,,,104.731212,31.455336
40,40001,,,,,,104.731282,31.455327
40,40001,,,,,,104.731824,31.454906
40,40001,,,,,,104.732113,31.454728
40,40001,,,,,,104.733068,31.454083
40,40001,,,,,,104.733186,31.454032
40,40001,,,,,,104.733476,31.453739
40,40001,5,40,招呼站(御营新城),10030212,中间站,104.733533,31.453655
40,40001,,,,,,104.733605,31.453607
40,40001,,,,,,104.733932,31.453328
40,40001,,,,,,104.734308,31.452980
40,40001,,,,,,104.734817,31.452518
40,40001,,,,,,104.735461,31.451932
40,40001,,,,,,104.736105,31.451346
40,40001,,,,,,104.736266,31.451190
40,40001,6,43,绵绢路口,11210043,中间站,104.736281,31.451055
40,40001,,,,,,104.736416,31.451030
